Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR15969054_1	(0.0, 0.011617654569526611)	(1.0, 0.009218356343211333)	(2.0, 0.006412159587287031)	(3.0, 0.005065185144443366)	(4.0, 0.003928675458294023)	(5.0, 0.003325343155770298)	(6.0, 0.003044723480177868)	(7.0, 0.0028342587234835453)	(8.0, 0.002301081339857928)	(9.0, 0.001809996907571175)	(10.0, 0.0016977490373342031)	(11.0, 0.0015855011670972308)	(12.0, 0.0014030983779621511)	(13.0, 0.0015855011670972308)	(14.0, 0.0016416251022157169)	(15.0, 0.00166968706977496)	(16.0, 0.0017117800211138242)	(17.0, 0.0015855011670972308)	(18.0, 0.0016837180535545814)	(19.0, 0.0019643377291470115)	(20.0, 0.0020344926480451195)	(21.0, 0.0018520898589100396)	(22.0, 0.002118678550722848)	(23.0, 0.0027781347883650592)	(24.0, 0.0029465065937205174)	(25.0, 0.0032551882368721907)	(26.0, 0.003886582506955159)	(27.0, 0.004980999241765637)	(28.0, 0.005893013187441035)	(29.0, 0.007001460906031134)	(30.0, 0.008769364862263445)	(31.0, 0.010144401272666352)	(32.0, 0.013427651477097787)	(33.0, 0.01854896055665964)	(34.0, 0.021214847474787725)	(35.0, 0.0217199628908541)	(36.0, 0.025031275062844777)	(37.0, 0.03148552760147067)	(38.0, 0.04184039363083135)	(39.0, 0.06082431468465926)	(40.0, 0.07837707539296576)	(41.0, 0.09670154020915146)	(42.0, 0.10183688027249292)	(43.0, 0.10229990273722045)	(44.0, 0.12185909412601283)	(45.0, 0.15547733126198596)	(46.0, 0.18662611525274572)	(47.0, 0.22276992946905072)	(48.0, 0.2808020783815653)	(49.0, 0.3703478168631098)	(50.0, 0.5151195075012446)	(51.0, 0.7580519606616114)	(52.0, 1.060195165371981)	(53.0, 1.4081775940903742)	(54.0, 1.808916521820144)	(55.0, 2.312418374751862)	(56.0, 2.9800967688889313)	(57.0, 3.613567624571283)	(58.0, 4.222273793882604)	(59.0, 4.716094268006382)	(60.0, 5.351276903709849)	(61.0, 6.56603738639814)	(62.0, 8.302666279785674)	(63.0, 8.437153259313346)	(64.0, 10.441717818956532)	(65.0, 13.932079374958958)	(66.0, 10.219958120319616)	(67.0, 4.549448273655818)	(68.0, 2.496210231281124)	(69.0, 1.404066515842945)	(70.0, 0.8860285637155392)	(71.0, 0.6506307488448291)	(72.0, 0.4563577474321897)	(73.0, 0.30175033716454025)	(74.0, 0.20663429812248602)	(75.0, 0.139720536477471)	(76.0, 0.08137970592180477)	(77.0, 0.0449412410461277)	(78.0, 0.030559482672015654)	(79.0, 0.014606254114585994)	(80.0, 0.006089446960355736)	(81.0, 0.004040923328530995)	(82.0, 0.0034656529935665134)	(83.0, 0.002090616583163605)	(84.0, 0.001038292799691992)	(85.0, 0.0007436421403199401)	(86.0, 0.00032271262693129476)	(87.0, 0.0002806196755924302)	(88.0, 0.00019643377291470114)	(89.0, 0.00011224787023697208)	(90.0, 8.418590267772907e-05)	(91.0, 5.612393511848604e-05)	(92.0, 4.2092951338864534e-05)	(93.0, 8.418590267772907e-05)	(94.0, 9.821688645735057e-05)	(95.0, 8.418590267772907e-05)	(96.0, 7.015491889810755e-05)	(97.0, 2.806196755924302e-05)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR15969054_2	(0.0, 0.01178624797423863)	(1.0, 0.009667529588393352)	(2.0, 0.007001592546601281)	(3.0, 0.005668624025705246)	(4.0, 0.004700467942107073)	(5.0, 0.00392874932474621)	(6.0, 0.003058811974266692)	(7.0, 0.0028202807652642436)	(8.0, 0.0024274058327896225)	(9.0, 0.002020499652726622)	(10.0, 0.0018240621864893118)	(11.0, 0.001529405987133346)	(12.0, 0.001711812205782277)	(13.0, 0.001627624720252001)	(14.0, 0.001361031016072794)	(15.0, 0.0015855309774868633)	(16.0, 0.0015995622250752424)	(17.0, 0.0015013434919565873)	(18.0, 0.0016416559678403804)	(19.0, 0.0017959996913125532)	(20.0, 0.001978405909961484)	(21.0, 0.002146780881022036)	(22.0, 0.00227306210931745)	(23.0, 0.002665937041792071)	(24.0, 0.0033815306687994162)	(25.0, 0.0037744056012740373)	(26.0, 0.004938999151109521)	(27.0, 0.0067490300900104536)	(28.0, 0.008769529742737075)	(29.0, 0.010172654501575009)	(30.0, 0.010102498263633112)	(31.0, 0.011702060488708354)	(32.0, 0.014339935035323666)	(33.0, 0.01650074716393408)	(34.0, 0.019264902938844808)	(35.0, 0.02308140228288398)	(36.0, 0.03274893187127733)	(37.0, 0.040718680501476784)	(38.0, 0.04651358575547745)	(39.0, 0.06044661461073811)	(40.0, 0.08306498572320557)	(41.0, 0.10303145104146934)	(42.0, 0.11643129248837161)	(43.0, 0.1253691972021692)	(44.0, 0.14822609952363913)	(45.0, 0.17821087562000576)	(46.0, 0.22642224233367708)	(47.0, 0.3033134791179958)	(48.0, 0.36881134286055045)	(49.0, 0.4725583875290271)	(50.0, 0.6606332302036636)	(51.0, 0.9553455545499828)	(52.0, 1.2229214460603763)	(53.0, 1.5359726110047074)	(54.0, 1.9627189751576761)	(55.0, 2.519787566911512)	(56.0, 3.142452241141021)	(57.0, 3.6426100926763905)	(58.0, 4.12120191666842)	(59.0, 4.601196865419289)	(60.0, 5.165856362118438)	(61.0, 6.909435312440805)	(62.0, 9.26894393815026)	(63.0, 10.01999452781344)	(64.0, 10.745157465676062)	(65.0, 12.195160622706767)	(66.0, 8.672194978216488)	(67.0, 3.663250057878896)	(68.0, 2.2161513690989834)	(69.0, 1.427132223461649)	(70.0, 0.9380309950259227)	(71.0, 0.6284736107310981)	(72.0, 0.4340005191561608)	(73.0, 0.28914191905373265)	(74.0, 0.19573590385789152)	(75.0, 0.13429307066837848)	(76.0, 0.08236342334378662)	(77.0, 0.05439914690014663)	(78.0, 0.03316986929892872)	(79.0, 0.015139716147861287)	(80.0, 0.00639824890030097)	(81.0, 0.004349686752397589)	(82.0, 0.00329734318326914)	(83.0, 0.0022590308617290705)	(84.0, 0.0013750622636611734)	(85.0, 0.0010663748167168284)	(86.0, 0.0010944373118935869)	(87.0, 0.0008138123601260005)	(88.0, 0.0005612499035351728)	(89.0, 0.0005472186559467934)	(90.0, 0.00046303117041651763)	(91.0, 0.0005612499035351728)	(92.0, 0.000659468636653828)	(93.0, 0.0006314061414770695)	(94.0, 0.0005051249131816555)	(95.0, 0.0006454373890654487)	(96.0, 0.0007015623794189661)	(97.0, 0.0005191561607700349)	(98.0, 0.0005612499035351728)	(99.0, 0.0007576873697724833)	(100.0, 0.002399343337612864)
SRR15969055_1	(0.0, 0.011693609306541774)	(1.0, 0.010061942891675479)	(2.0, 0.007191418643299591)	(3.0, 0.005197159691796344)	(4.0, 0.003656141411089289)	(5.0, 0.0028554162260160144)	(6.0, 0.0022510953316210907)	(7.0, 0.0014050460794681975)	(8.0, 0.0012690738782293398)	(9.0, 0.0012539658558694666)	(10.0, 0.0009366973863121318)	(11.0, 0.0006949690285541622)	(12.0, 0.0006647529838344161)	(13.0, 0.0006345369391146699)	(14.0, 0.0005589968273153043)	(15.0, 0.0008007251850732739)	(16.0, 0.0009064813415923856)	(17.0, 0.0007856171627134008)	(18.0, 0.00083094122979302)	(19.0, 0.000982021453391751)	(20.0, 0.001299289922949086)	(21.0, 0.0015108022359873092)	(22.0, 0.0017978546608248978)	(23.0, 0.0021453391751019794)	(24.0, 0.002764768091856776)	(25.0, 0.0035957093216497957)	(26.0, 0.004411542529082943)	(27.0, 0.005514428161353679)	(28.0, 0.006859042151382383)	(29.0, 0.008536032633328297)	(30.0, 0.011391448859344313)	(31.0, 0.013854056504003625)	(32.0, 0.017328901646774437)	(33.0, 0.023039734098806466)	(34.0, 0.024459888200634536)	(35.0, 0.025774286145943497)	(36.0, 0.03281462456564436)	(37.0, 0.04058014805861913)	(38.0, 0.05191116482852395)	(39.0, 0.07283577579694818)	(40.0, 0.09088986251699653)	(41.0, 0.1096540262879589)	(42.0, 0.11906632421815984)	(43.0, 0.11797854660824897)	(44.0, 0.13607795739537693)	(45.0, 0.1723221030367125)	(46.0, 0.20001510802235986)	(47.0, 0.23580601299289924)	(48.0, 0.2976431485118598)	(49.0, 0.39643450672306996)	(50.0, 0.5590119353376644)	(51.0, 0.8345218310923099)	(52.0, 1.1733041244901041)	(53.0, 1.5275721408067684)	(54.0, 1.9307750415470615)	(55.0, 2.45237951352168)	(56.0, 3.1428614594349598)	(57.0, 3.7831696630911016)	(58.0, 4.365236440549932)	(59.0, 4.868801933826862)	(60.0, 5.421544039885179)	(61.0, 6.452621241879437)	(62.0, 8.004517298685602)	(63.0, 8.222284332980813)	(64.0, 10.377232210303672)	(65.0, 13.733857078108475)	(66.0, 9.945535579392658)	(67.0, 4.369587550989575)	(68.0, 2.4151382384045927)	(69.0, 1.3669738631213175)	(70.0, 0.8740293095633782)	(71.0, 0.6390240217555523)	(72.0, 0.44142619731077204)	(73.0, 0.28430276476809185)	(74.0, 0.19521075691192022)	(75.0, 0.13403837437679408)	(76.0, 0.08280707055446442)	(77.0, 0.05106511557637105)	(78.0, 0.035020395830185826)	(79.0, 0.015228886538752078)	(80.0, 0.00581658860855114)	(81.0, 0.004064058014805862)	(82.0, 0.002764768091856776)	(83.0, 0.0017978546608248978)	(84.0, 0.0010122374981114972)	(85.0, 0.000815833207433147)	(86.0, 0.0004532406707961928)	(87.0, 0.00033237649191720803)	(88.0, 0.0001964042906783502)	(89.0, 0.00010575615651911166)	(90.0, 0.00010575615651911166)	(91.0, 0.00010575615651911166)	(92.0, 9.064813415923855e-05)	(93.0, 4.532406707961927e-05)	(94.0, 9.064813415923855e-05)	(95.0, 9.064813415923855e-05)	(96.0, 1.5108022359873091e-05)	(97.0, 1.5108022359873091e-05)	(98.0, 3.0216044719746183e-05)	(99.0, 1.5108022359873091e-05)	(100.0, 1.5108022359873091e-05)
SRR15969055_2	(0.0, 0.01042494807922598)	(1.0, 0.008747891214307017)	(2.0, 0.006602467116843121)	(3.0, 0.005892361957823379)	(4.0, 0.00478943266828208)	(5.0, 0.003716720619550132)	(6.0, 0.003006615460530391)	(7.0, 0.0022511844402966245)	(8.0, 0.001767708587347014)	(9.0, 0.0013748844568254553)	(10.0, 0.0012389068731833773)	(11.0, 0.00113314653035065)	(12.0, 0.0009367344650898705)	(13.0, 0.0008460827426618185)	(14.0, 0.0008007568814477926)	(15.0, 0.0007705396406384419)	(16.0, 0.0007705396406384419)	(17.0, 0.0009518430854945459)	(18.0, 0.0010273861875179226)	(19.0, 0.001269124113992728)	(20.0, 0.0015108620404675334)	(21.0, 0.001782817207751689)	(22.0, 0.0025533568483901313)	(23.0, 0.0029310723585070147)	(24.0, 0.0032030275257911704)	(25.0, 0.004230413713309093)	(26.0, 0.005378668864064419)	(27.0, 0.007221920553434809)	(28.0, 0.0102285360139652)	(29.0, 0.011694072193218708)	(30.0, 0.01161852909119533)	(31.0, 0.01317471699287689)	(32.0, 0.016483504861500787)	(33.0, 0.01995848755457611)	(34.0, 0.02282912543146443)	(35.0, 0.028192685675124174)	(36.0, 0.04041555958250651)	(37.0, 0.04939008010288366)	(38.0, 0.059951005765751714)	(39.0, 0.07761298301881718)	(40.0, 0.09923341881790759)	(41.0, 0.12177548046168318)	(42.0, 0.1375790974049736)	(43.0, 0.1462061196560432)	(44.0, 0.1686877468182001)	(45.0, 0.19875390142350396)	(46.0, 0.25444427623513727)	(47.0, 0.34174188493335134)	(48.0, 0.4076910129997592)	(49.0, 0.5281671521066402)	(50.0, 0.7290211517663941)	(51.0, 1.009633558542429)	(52.0, 1.306533058114704)	(53.0, 1.677797187318791)	(54.0, 2.126523213337648)	(55.0, 2.754951170449714)	(56.0, 3.4366672317290696)	(57.0, 3.906394240110426)	(58.0, 4.340056971585822)	(59.0, 4.797848169847485)	(60.0, 5.309093667100888)	(61.0, 6.882173006394875)	(62.0, 9.058584884308761)	(63.0, 9.710536963390906)	(64.0, 10.483388222951264)	(65.0, 11.873260431218156)	(66.0, 8.283920590299843)	(67.0, 3.4164821148684235)	(68.0, 2.0666326420535155)	(69.0, 1.3241194922657462)	(70.0, 0.8757862903774103)	(71.0, 0.5912456422961598)	(72.0, 0.4057873268287701)	(73.0, 0.2664254122160448)	(74.0, 0.1784025897384063)	(75.0, 0.12299927871446188)	(76.0, 0.07859504334512107)	(77.0, 0.056143633423773535)	(78.0, 0.03461384934711119)	(79.0, 0.015320141090340788)	(80.0, 0.005484429206897146)	(81.0, 0.003565634415503378)	(82.0, 0.0029612895993163654)	(83.0, 0.001949012032203118)	(84.0, 0.0012389068731833773)	(85.0, 0.0009971689467085719)	(86.0, 0.0006647792978057147)	(87.0, 0.0005741275753776626)	(88.0, 0.0006949965386150653)	(89.0, 0.000589236195782338)	(90.0, 0.0004381499917355846)	(91.0, 0.0006194534365916886)	(92.0, 0.000589236195782338)	(93.0, 0.0004532586121402599)	(94.0, 0.00042304137133090925)	(95.0, 0.0004381499917355846)	(96.0, 0.0005590189549729873)	(97.0, 0.0005741275753776626)	(98.0, 0.0005288017141636366)	(99.0, 0.0008460827426618185)	(100.0, 0.003913132684810912)
SRR15969056_1	(0.0, 0.010487264872696038)	(1.0, 0.007845735750625984)	(2.0, 0.004980793717734083)	(3.0, 0.004205419497822972)	(4.0, 0.003495754957565346)	(5.0, 0.0027860904173077194)	(6.0, 0.0023655484675254223)	(7.0, 0.0025626775064858743)	(8.0, 0.002431258147178906)	(9.0, 0.0023392645956640283)	(10.0, 0.002312980723802635)	(11.0, 0.0020895678129807895)	(12.0, 0.0022078452363570606)	(13.0, 0.0022209871722877576)	(14.0, 0.002510109762763087)	(15.0, 0.0029043678406839905)	(16.0, 0.0026678129939314483)	(17.0, 0.003048929135921655)	(18.0, 0.003495754957565346)	(19.0, 0.0038505872276941595)	(20.0, 0.0048756582302885085)	(21.0, 0.0055064711549619545)	(22.0, 0.006439548606041427)	(23.0, 0.00884452288135894)	(24.0, 0.011814600401696414)	(25.0, 0.015257787615538974)	(26.0, 0.018845536124619193)	(27.0, 0.023839471778283976)	(28.0, 0.03163263978518717)	(29.0, 0.03753336901807003)	(30.0, 0.03914982713754574)	(31.0, 0.0442357563427254)	(32.0, 0.056168634167798076)	(33.0, 0.06841691845520749)	(34.0, 0.08239993828546886)	(35.0, 0.0994318872516519)	(36.0, 0.11652954589748843)	(37.0, 0.138739417620366)	(38.0, 0.1719228058453754)	(39.0, 0.20392341983662207)	(40.0, 0.20497477471107783)	(41.0, 0.21430554922187256)	(42.0, 0.2293793497343818)	(43.0, 0.21094121362361415)	(44.0, 0.20793171029548457)	(45.0, 0.23188945949714485)	(46.0, 0.25198347953518024)	(47.0, 0.26630818969963976)	(48.0, 0.2903053647090921)	(49.0, 0.3499828957703862)	(50.0, 0.46283269960727946)	(51.0, 0.6696604872845856)	(52.0, 0.918476760260468)	(53.0, 1.1745736657419563)	(54.0, 1.473079598471803)	(55.0, 1.8410800884031746)	(56.0, 2.324111943535935)	(57.0, 2.799376914533654)	(58.0, 3.2646277303521813)	(59.0, 3.6584652663233026)	(60.0, 4.260142519038395)	(61.0, 5.6662639539432975)	(62.0, 8.032522086008976)	(63.0, 8.562299807247225)	(64.0, 11.647566396017258)	(65.0, 16.578263053983523)	(66.0, 11.877405713509214)	(67.0, 4.70763857941455)	(68.0, 2.4001117590231544)	(69.0, 1.251559126423978)	(70.0, 0.7933261043924423)	(71.0, 0.6177892661661254)	(72.0, 0.44518307965235376)	(73.0, 0.2969814681618861)	(74.0, 0.20764258770500926)	(75.0, 0.1440881855441596)	(76.0, 0.08456835771403384)	(77.0, 0.04971594362582595)	(78.0, 0.03665285931071335)	(79.0, 0.01780732318609415)	(80.0, 0.00708350346664557)	(81.0, 0.004967651781803387)	(82.0, 0.003719167868387192)	(83.0, 0.00249696782683239)	(84.0, 0.0015113226320301308)	(85.0, 0.0008542258354952913)	(86.0, 0.0004731096935050844)	(87.0, 0.0002891225904753294)	(88.0, 0.00013141935930696788)	(89.0, 6.570967965348394e-05)	(90.0, 2.628387186139358e-05)	(91.0, 3.942580779209037e-05)	(92.0, 2.628387186139358e-05)	(93.0, 3.942580779209037e-05)	(94.0, 3.942580779209037e-05)	(95.0, 2.628387186139358e-05)	(96.0, 3.942580779209037e-05)	(97.0, 1.314193593069679e-05)	(98.0, 1.314193593069679e-05)	(99.0, 1.314193593069679e-05)	(100.0, 0.0)
SRR15969056_2	(0.0, 0.010277345064751872)	(1.0, 0.008082566770872638)	(2.0, 0.0054146626172350025)	(3.0, 0.004810112907543716)	(4.0, 0.00396900026797323)	(5.0, 0.00328559624832221)	(6.0, 0.0030096061634631447)	(7.0, 0.002589049843677902)	(8.0, 0.002641619383651057)	(9.0, 0.0026021922286711906)	(10.0, 0.0021159239839195036)	(11.0, 0.0022342054488591026)	(12.0, 0.0023524869137987025)	(13.0, 0.00215535113889937)	(14.0, 0.002247347833852392)	(15.0, 0.0022867749888322584)	(16.0, 0.002470768378738302)	(17.0, 0.0029044670835168336)	(18.0, 0.0035878711031678535)	(19.0, 0.0037587221080806086)	(20.0, 0.004047854577932963)	(21.0, 0.0055592288521611796)	(22.0, 0.00701803358641624)	(23.0, 0.008542550245637746)	(24.0, 0.012038424653852579)	(25.0, 0.021724362393906457)	(26.0, 0.02452369039747698)	(27.0, 0.021592938543973567)	(28.0, 0.02820355819559785)	(29.0, 0.037942065475624884)	(30.0, 0.04348815194279277)	(31.0, 0.04747029459575929)	(32.0, 0.054698606342068155)	(33.0, 0.0617166399284844)	(34.0, 0.06989120339431006)	(35.0, 0.08029997230899481)	(36.0, 0.10378541429200197)	(37.0, 0.13348720437683476)	(38.0, 0.15561898070553318)	(39.0, 0.19038058901278215)	(40.0, 0.21663907422937323)	(41.0, 0.23137168780685008)	(42.0, 0.25643421598905186)	(43.0, 0.2645299251449178)	(44.0, 0.2642933622150386)	(45.0, 0.2708908394816696)	(46.0, 0.30261655685546884)	(47.0, 0.35795914006220814)	(48.0, 0.392260764894692)	(49.0, 0.4632296438584518)	(50.0, 0.6175475284496493)	(51.0, 0.8591045646262983)	(52.0, 1.0797914934336044)	(53.0, 1.345806508082764)	(54.0, 1.6642070693151725)	(55.0, 2.107578569448765)	(56.0, 2.5781679489034586)	(57.0, 2.8888276453748203)	(58.0, 3.2201865982106117)	(59.0, 3.624275509599264)	(60.0, 4.18059266636518)	(61.0, 6.3902875672118)	(62.0, 9.543185154256772)	(63.0, 10.645581549878834)	(64.0, 12.020380159256792)	(65.0, 14.2906088853825)	(66.0, 9.69102384304628)	(67.0, 3.395874000800897)	(68.0, 1.927133623490909)	(69.0, 1.1796210498426265)	(70.0, 0.7841798277795585)	(71.0, 0.5458163911562788)	(72.0, 0.39448182795855785)	(73.0, 0.2692086142025286)	(74.0, 0.1898417512280573)	(75.0, 0.13498543626606968)	(76.0, 0.08242903867790762)	(77.0, 0.05731394095573264)	(78.0, 0.03678553559621547)	(79.0, 0.016480550781584207)	(80.0, 0.006847182581503486)	(81.0, 0.004231847967839007)	(82.0, 0.0033513081732886546)	(83.0, 0.0022736326038389695)	(84.0, 0.0013010961143355953)	(85.0, 0.0010908179544429739)	(86.0, 0.0008148278695839082)	(87.0, 0.0006439768646711532)	(88.0, 0.000578264939704709)	(89.0, 0.0006308344796778644)	(90.0, 0.0006176920946845755)	(91.0, 0.0006308344796778644)	(92.0, 0.0006045497096912867)	(93.0, 0.0005914073246979978)	(94.0, 0.0006834040196510197)	(95.0, 0.0007228311746308863)	(96.0, 0.0008016854845906194)	(97.0, 0.0008673974095570635)	(98.0, 0.0009068245645369301)	(99.0, 0.0013142384993288841)	(100.0, 0.004139851272885985)
SRR15969057_1	(0.0, 0.01933723459103105)	(1.0, 0.014658871383523538)	(2.0, 0.00957369398405885)	(3.0, 0.0074040182936205845)	(4.0, 0.005451310172226145)	(5.0, 0.004976693614942774)	(6.0, 0.0042037466502241405)	(7.0, 0.003146029751135486)	(8.0, 0.0026714131938521154)	(9.0, 0.002549368936264963)	(10.0, 0.0022374780557644623)	(11.0, 0.0022374780557644623)	(12.0, 0.0022781594749601798)	(13.0, 0.0020883128520468317)	(14.0, 0.0023188408941558973)	(15.0, 0.002562929409330202)	(16.0, 0.0022510385288297013)	(17.0, 0.0024815665709387673)	(18.0, 0.0029426226551568986)	(19.0, 0.003105348331939769)	(20.0, 0.0035528439430926612)	(21.0, 0.003824053404397445)	(22.0, 0.0041630652310284235)	(23.0, 0.006034410514031428)	(24.0, 0.008502416611904956)	(25.0, 0.011309434536409464)	(26.0, 0.014550387599001624)	(27.0, 0.020205104867206357)	(28.0, 0.026551406261738287)	(29.0, 0.030334778246940013)	(30.0, 0.032680740087226386)	(31.0, 0.039488097565976446)	(32.0, 0.05239766792408413)	(33.0, 0.061279777781815786)	(34.0, 0.06995848054356885)	(35.0, 0.09051615771047142)	(36.0, 0.11316214772942082)	(37.0, 0.1309806093371451)	(38.0, 0.1646783849042644)	(39.0, 0.20533268315385142)	(40.0, 0.2129129875973201)	(41.0, 0.22161881130520364)	(42.0, 0.2394915148051889)	(43.0, 0.21961186129154825)	(44.0, 0.21184171022516624)	(45.0, 0.2294296437907814)	(46.0, 0.24244769793341103)	(47.0, 0.25432667233856054)	(48.0, 0.2689041808836926)	(49.0, 0.30847364128806054)	(50.0, 0.38913133508010306)	(51.0, 0.5447920053959834)	(52.0, 0.7516163405870112)	(53.0, 0.9928707168906812)	(54.0, 1.2681890015342319)	(55.0, 1.5889755523655296)	(56.0, 2.0118995863242084)	(57.0, 2.472589537769579)	(58.0, 2.902036159272638)	(59.0, 3.249184269742761)	(60.0, 3.8885605747687872)	(61.0, 5.364496023662483)	(62.0, 7.864409914658518)	(63.0, 8.490971572637894)	(64.0, 12.11070932936138)	(65.0, 17.83641567406264)	(66.0, 13.015518334166398)	(67.0, 5.266874178065827)	(68.0, 2.566875506992187)	(69.0, 1.2133233275122743)	(70.0, 0.7429376378252581)	(71.0, 0.5670040602768451)	(72.0, 0.41006870549283236)	(73.0, 0.28472925295082674)	(74.0, 0.2048716270696333)	(75.0, 0.14460888476771047)	(76.0, 0.0868683904559221)	(77.0, 0.05304857063121561)	(78.0, 0.04017968169230364)	(79.0, 0.022564627180557968)	(80.0, 0.013709638268956796)	(81.0, 0.010753455140734657)	(82.0, 0.007241292616837714)	(83.0, 0.004746165572833708)	(84.0, 0.003349436847114074)	(85.0, 0.0027256550861130724)	(86.0, 0.0024273246786778104)	(87.0, 0.002359522313351615)	(88.0, 0.002359522313351615)	(89.0, 0.0021018733251120703)	(90.0, 0.0011933216297410464)	(91.0, 0.00065090270713148)	(92.0, 0.00028476993437002247)	(93.0, 0.0002712094613047833)	(94.0, 0.00032545135356574)	(95.0, 0.0007865074377838715)	(96.0, 0.0008136283839143498)	(97.0, 0.0002712094613047833)	(98.0, 0.00016272567678287)	(99.0, 6.780236532619582e-05)	(100.0, 4.06814191957175e-05)
SRR15969057_2	(0.0, 0.018822628325099337)	(1.0, 0.015147605071423603)	(2.0, 0.009872387190686107)	(3.0, 0.008082338963803462)	(4.0, 0.007092388050451696)	(5.0, 0.0055464373090530475)	(6.0, 0.004231023081722618)	(7.0, 0.0033224379968655173)	(8.0, 0.002739316225987079)	(9.0, 0.0021290725122770863)	(10.0, 0.002101950569445531)	(11.0, 0.0020883895980297537)	(12.0, 0.0018036091982984235)	(13.0, 0.0017358043412195353)	(14.0, 0.001573072684230204)	(15.0, 0.0018714140553773115)	(16.0, 0.0021290725122770863)	(17.0, 0.001898535998208867)	(18.0, 0.0024274138834241943)	(19.0, 0.002996974682886854)	(20.0, 0.003146145368460408)	(21.0, 0.004014047539070175)	(22.0, 0.004868388738264166)	(23.0, 0.006427900451078592)	(24.0, 0.010631801589969654)	(25.0, 0.017235994669453355)	(26.0, 0.018103896840063124)	(27.0, 0.017791994497500237)	(28.0, 0.024531797291141716)	(29.0, 0.03163774631300919)	(30.0, 0.03681803739383624)	(31.0, 0.04195764556041596)	(32.0, 0.048249936297336773)	(33.0, 0.05532876337637269)	(34.0, 0.06339754136876037)	(35.0, 0.07257831901724184)	(36.0, 0.09579470208105312)	(37.0, 0.12873430164997696)	(38.0, 0.153917025569076)	(39.0, 0.192457306332716)	(40.0, 0.21730100596642057)	(41.0, 0.2279056856135587)	(42.0, 0.2550140674736982)	(43.0, 0.2646966010645634)	(44.0, 0.25872977364162125)	(45.0, 0.2598824562119623)	(46.0, 0.2836141561895732)	(47.0, 0.3170283897580492)	(48.0, 0.3397565778508925)	(49.0, 0.3988959741950987)	(50.0, 0.5151541821425603)	(51.0, 0.703177050822317)	(52.0, 0.9032420621192842)	(53.0, 1.1589613001066028)	(54.0, 1.454712525713297)	(55.0, 1.8542187436221058)	(56.0, 2.2577254480985687)	(57.0, 2.5842329568762463)	(58.0, 2.9354485555734713)	(59.0, 3.265834502176061)	(60.0, 3.8940871859262067)	(61.0, 6.441597032208528)	(62.0, 9.81793989045176)	(63.0, 11.013014057438578)	(64.0, 12.508558668084783)	(65.0, 14.925788261975729)	(66.0, 10.386402251229743)	(67.0, 3.8355173503814637)	(68.0, 2.027148251116102)	(69.0, 1.130469699162054)	(70.0, 0.720982606291233)	(71.0, 0.4861608252556277)	(72.0, 0.35434818309426924)	(73.0, 0.25394275073185174)	(74.0, 0.1885788685078036)	(75.0, 0.14061371261019814)	(76.0, 0.08769880214583388)	(77.0, 0.061065054285246625)	(78.0, 0.04207969430315796)	(79.0, 0.023148578206732398)	(80.0, 0.012693069245167853)	(81.0, 0.008448485192029457)	(82.0, 0.005912583537279042)	(83.0, 0.004149657253227952)	(84.0, 0.003254633139786629)	(85.0, 0.0029834137114710764)	(86.0, 0.00307834051138152)	(87.0, 0.003037657597134187)	(88.0, 0.003959803653407065)	(89.0, 0.004014047539070175)	(90.0, 0.002251121255019085)	(91.0, 0.0015188287985670936)	(92.0, 0.0016001946270617594)	(93.0, 0.0016951214269722026)	(94.0, 0.002291804169266418)	(95.0, 0.005248095937905939)	(96.0, 0.004936193595343054)	(97.0, 0.0020070237695350877)	(98.0, 0.0015866336556459816)	(99.0, 0.0013425361701619846)	(100.0, 0.004081852396149064)
