Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR15969064_1	(1, 36.06568594332739)	(2, 36.047770663828324)	(3, 36.23440352537144)	(4, 36.2744387979988)	(5, 36.25639191598033)	(6, 36.21475508534726)	(7, 36.18353691884091)	(8, 36.314969221821954)	(9, 36.305644093200854)	(10, 36.3351727565448)	(15, 36.314721252204535)	(20, 36.305158345937585)	(25, 36.25803392665669)	(30, 36.183151935502686)	(35, 36.2165159323106)	(40, 36.18477897343731)	(45, 36.08032355832198)	(50, 36.20429092510004)	(55, 36.150028132993675)	(60, 36.04537381682505)	(65, 36.10993911610389)	(70, 36.11616357378856)	(75, 36.0598646989507)	(80, 36.04868210978014)	(85, 36.03541678596702)	(90, 35.995879711619736)	(95, 35.84736072592055)	(100, 35.83742576015559)	(105, 35.69462278935349)	(110, 35.8589652837282)	(115, 35.82194793793825)	(120, 35.63424239765606)	(125, 35.76419970170095)	(130, 35.61102960452523)	(135, 35.487660832200746)	(140, 35.38962058021738)	(145, 35.34815417616035)	(150, 35.45468854333085)
SRR15969064_2	(1, 35.45298033737527)	(2, 35.78698332877146)	(3, 35.97564171332296)	(4, 35.854974548965856)	(5, 35.811322965191266)	(6, 35.65480685425848)	(7, 35.82824584086129)	(8, 36.02282423734895)	(9, 36.042131981828874)	(10, 36.00413857088595)	(15, 35.881591145383226)	(20, 35.75104244430797)	(25, 35.693562771774964)	(30, 35.58434854651453)	(35, 35.2156232416879)	(40, 35.73725286439056)	(45, 35.63071865482787)	(50, 35.92845031072379)	(55, 35.635557161987734)	(60, 35.35390187022678)	(65, 35.3785423274155)	(70, 35.75069807124819)	(75, 35.542283495467984)	(80, 35.57985719681905)	(85, 35.763238399145976)	(90, 35.67356995869099)	(95, 35.424376884398356)	(100, 35.27281291585477)	(105, 35.001614166630326)	(110, 35.48955454254597)	(115, 35.40247854038359)	(120, 35.176462061961935)	(125, 35.41213401496959)	(130, 35.11522260264077)	(135, 34.49779401605183)	(140, 34.13014627580631)	(145, 34.77798444831226)	(150, 35.023751233937794)
SRR15969065_1	(1, 36.23400267011806)	(2, 36.31867222311204)	(3, 36.45134271920286)	(4, 36.48791731786442)	(5, 36.42751907831185)	(6, 36.42822018326719)	(7, 36.41974474706004)	(8, 36.491972733757194)	(9, 36.50643355196334)	(10, 36.50998558494388)	(15, 36.51299941603604)	(20, 36.51090500487963)	(25, 36.45823374277133)	(30, 36.40129695711993)	(35, 36.4984111603772)	(40, 36.41681796340824)	(45, 36.33591532621898)	(50, 36.4409697980201)	(55, 36.38197421605075)	(60, 36.34545915783839)	(65, 36.38015616808214)	(70, 36.382024255893604)	(75, 36.38169994200153)	(80, 36.36256631771421)	(85, 36.35515922717791)	(90, 36.35097935831611)	(95, 36.29244512778067)	(100, 36.237524908003294)	(105, 36.12232224663971)	(110, 36.25324308917936)	(115, 36.241681000478515)	(120, 36.128008085961085)	(125, 36.19397432747148)	(130, 36.10968852933598)	(135, 36.01617540407422)	(140, 35.95658595959606)	(145, 35.94028784350163)	(150, 36.02978017288119)
SRR15969065_2	(1, 35.79319070154268)	(2, 36.15286326389103)	(3, 36.28124804143259)	(4, 36.25527781066236)	(5, 36.15643519342936)	(6, 36.020272105324416)	(7, 36.21879299521786)	(8, 36.32761871032502)	(9, 36.32764457585016)	(10, 36.33906052433399)	(15, 36.281570614375866)	(20, 36.204771095076694)	(25, 36.133651048200406)	(30, 36.058411319549656)	(35, 35.7966949827845)	(40, 36.11449702994133)	(45, 36.051411909482596)	(50, 36.255124010270606)	(55, 36.08995890365988)	(60, 35.86343917970471)	(65, 35.97849480550617)	(70, 36.14525840157023)	(75, 36.07046823564289)	(80, 36.051995376039976)	(85, 36.14030734212828)	(90, 36.08146088485962)	(95, 35.90975896315058)	(100, 35.8372070604925)	(105, 35.61834472577072)	(110, 35.93234235211138)	(115, 35.86873549416583)	(120, 35.68884424875074)	(125, 35.87801301035914)	(130, 35.651114455943556)	(135, 35.27411845813615)	(140, 35.055455188475115)	(145, 35.482874037877075)	(150, 35.68643024913475)
SRR15969066_1	(1, 36.32583080400937)	(2, 36.39172918898807)	(3, 36.44890996920038)	(4, 36.50713374575604)	(5, 36.44763840465213)	(6, 36.487801711149785)	(7, 36.48729084666051)	(8, 36.508537615700064)	(9, 36.51558450106091)	(10, 36.51819353660158)	(15, 36.52335886461823)	(20, 36.51443660064232)	(25, 36.46166801509222)	(30, 36.43723964827808)	(35, 36.514619902940225)	(40, 36.44512943765953)	(45, 36.39897245047949)	(50, 36.43263891283022)	(55, 36.41742338935531)	(60, 36.415057831561576)	(65, 36.38442163289484)	(70, 36.364882073581505)	(75, 36.369313744672525)	(80, 36.35094223380759)	(85, 36.32778346151211)	(90, 36.32292393581464)	(95, 36.28608791973384)	(100, 36.25994191099138)	(105, 36.209299435094024)	(110, 36.237343433018324)	(115, 36.235766513884904)	(120, 36.169164425384906)	(125, 36.171095278242056)	(130, 36.13045822440338)	(135, 36.08505969861234)	(140, 36.064800183033654)	(145, 36.0375838661741)	(150, 35.99668408202666)
SRR15969066_2	(1, 35.96040665887908)	(2, 36.221210592132685)	(3, 36.315783429275264)	(4, 36.352724394204714)	(5, 36.31959386944703)	(6, 36.27129344530862)	(7, 36.314730135050006)	(8, 36.36443801100441)	(9, 36.37263109539465)	(10, 36.38838783972376)	(15, 36.369108772049216)	(20, 36.354202453671846)	(25, 36.32023171129754)	(30, 36.29222478574808)	(35, 36.229126439632694)	(40, 36.27179378804899)	(45, 36.246810589267184)	(50, 36.27477560691462)	(55, 36.229685211659536)	(60, 36.17844384676931)	(65, 36.177478532274236)	(70, 36.181567776405224)	(75, 36.18225271987209)	(80, 36.15413359218328)	(85, 36.15164535527468)	(90, 36.10051771481942)	(95, 36.0358216747132)	(100, 36.04362881239901)	(105, 35.976937490513635)	(110, 36.01443995864729)	(115, 35.96333783902978)	(120, 35.9093014051236)	(125, 35.91351722365522)	(130, 35.81865528467151)	(135, 35.73110958782056)	(140, 35.66201993401297)	(145, 35.7096685917736)	(150, 35.7000325502615)
SRR15969067_1	(1, 36.34854782291477)	(2, 36.42948605167734)	(3, 36.48958890834088)	(4, 36.547032115472526)	(5, 36.47347195445334)	(6, 36.5154204543746)	(7, 36.51893341802289)	(8, 36.54756151313299)	(9, 36.558195363299475)	(10, 36.55748696750627)	(15, 36.55996149931115)	(20, 36.546078355601715)	(25, 36.49619923077755)	(30, 36.471131895457276)	(35, 36.53256048836473)	(40, 36.460876194013295)	(45, 36.41109007647118)	(50, 36.44518703141911)	(55, 36.41898356176741)	(60, 36.4146605959588)	(65, 36.38645992285619)	(70, 36.36130237627539)	(75, 36.37754631174427)	(80, 36.34980123188488)	(85, 36.33710993191688)	(90, 36.33455806110151)	(95, 36.288378547551225)	(100, 36.27255749714924)	(105, 36.212224417128425)	(110, 36.247098824325704)	(115, 36.24057702498561)	(120, 36.1726282681469)	(125, 36.18206304712009)	(130, 36.1427885461242)	(135, 36.10038619387878)	(140, 36.076588674371905)	(145, 36.05681067320549)	(150, 36.03778875846357)
SRR15969067_2	(1, 35.90519482335079)	(2, 36.25251371567257)	(3, 36.356558160808696)	(4, 36.378955612103184)	(5, 36.34887938886355)	(6, 36.29962535949319)	(7, 36.35625772038255)	(8, 36.38230239711366)	(9, 36.37674517244463)	(10, 36.41201956898537)	(15, 36.39339089093116)	(20, 36.37998718578059)	(25, 36.347727427995196)	(30, 36.32138362971601)	(35, 36.25840171496354)	(40, 36.29319751702737)	(45, 36.26566271908873)	(50, 36.28626876466757)	(55, 36.24784689197149)	(60, 36.193925564103935)	(65, 36.19274690914328)	(70, 36.189962388234974)	(75, 36.19553069147986)	(80, 36.1624606150034)	(85, 36.16336842516198)	(90, 36.104298619319295)	(95, 36.04837038105817)	(100, 36.050435322087175)	(105, 36.00403761334768)	(110, 36.0250028158047)	(115, 35.97919126923815)	(120, 35.921811051723495)	(125, 35.926031989124006)	(130, 35.85261521652944)	(135, 35.76032635374263)	(140, 35.70856619224864)	(145, 35.74464468237591)	(150, 35.72183674346845)
SRR15969068_1	(1, 36.36856765255475)	(2, 36.44982689137367)	(3, 36.503616559512636)	(4, 36.55743839160703)	(5, 36.49270233124349)	(6, 36.52954115123004)	(7, 36.525962744823154)	(8, 36.55134210204093)	(9, 36.56135951050452)	(10, 36.56062084863155)	(15, 36.56841623796181)	(20, 36.555159542091744)	(25, 36.51387743802782)	(30, 36.48547821812574)	(35, 36.55572243349381)	(40, 36.4907813223689)	(45, 36.44259470399401)	(50, 36.47993492677266)	(55, 36.46099173231072)	(60, 36.46220375887947)	(65, 36.433072088075114)	(70, 36.413618618005785)	(75, 36.423391846592565)	(80, 36.40098293047795)	(85, 36.38238905875401)	(90, 36.37782230945186)	(95, 36.335631407281745)	(100, 36.31621267428427)	(105, 36.25732397665384)	(110, 36.29111059254435)	(115, 36.291470473932556)	(120, 36.22558134685787)	(125, 36.23211231564508)	(130, 36.185874123144025)	(135, 36.14452707007217)	(140, 36.118244016617005)	(145, 36.10104654856358)	(150, 36.07121765193365)
SRR15969068_2	(1, 36.02973923683141)	(2, 36.33130382471576)	(3, 36.42440982469092)	(4, 36.44101618578966)	(5, 36.405456160306926)	(6, 36.367548609718575)	(7, 36.42414275295066)	(8, 36.45318658288363)	(9, 36.46353095459071)	(10, 36.4824816022175)	(15, 36.462643229420834)	(20, 36.438977212835766)	(25, 36.413113044990496)	(30, 36.38754256733135)	(35, 36.32000473808337)	(40, 36.37235372720352)	(45, 36.34491179534319)	(50, 36.37548219314699)	(55, 36.330101735700126)	(60, 36.272192064508914)	(65, 36.2797899449708)	(70, 36.283311654087974)	(75, 36.2844359285135)	(80, 36.259558595184906)	(85, 36.26242353851423)	(90, 36.211291722195696)	(95, 36.152910460871766)	(100, 36.15136038004042)	(105, 36.08950727482126)	(110, 36.12986598499785)	(115, 36.08483343063854)	(120, 36.02300650022448)	(125, 36.04027628172254)	(130, 35.9593711125978)	(135, 35.86837542301147)	(140, 35.797833169777775)	(145, 35.852540819386746)	(150, 35.84964970125231)
SRR15969069_1	(1, 36.33566884358276)	(2, 36.41058304644036)	(3, 36.47350398655502)	(4, 36.53074851930242)	(5, 36.46929110872577)	(6, 36.506306148423946)	(7, 36.50293801216458)	(8, 36.53039014409096)	(9, 36.541189643251755)	(10, 36.536114892729884)	(15, 36.542035270914184)	(20, 36.5303805939823)	(25, 36.48038360915836)	(30, 36.4495411886587)	(35, 36.515611203262)	(40, 36.44503590028603)	(45, 36.390574338119634)	(50, 36.43618797075205)	(55, 36.41319268747196)	(60, 36.40877029798062)	(65, 36.383986289194524)	(70, 36.36023900869872)	(75, 36.36910347862708)	(80, 36.34661444956053)	(85, 36.328947831546905)	(90, 36.32509027683254)	(95, 36.28210287485346)	(100, 36.25072564826901)	(105, 36.19190515068373)	(110, 36.235530342393545)	(115, 36.22195461680066)	(120, 36.14739051895733)	(125, 36.15137655709229)	(130, 36.10389637049106)	(135, 36.05266811083344)	(140, 36.0135722796774)	(145, 35.999353103206886)	(150, 35.97574838515785)
SRR15969069_2	(1, 35.89753127229846)	(2, 36.17409528104025)	(3, 36.28277108709527)	(4, 36.32067369617018)	(5, 36.276953889466355)	(6, 36.211099736855125)	(7, 36.2733406009332)	(8, 36.33507762293857)	(9, 36.337492717426805)	(10, 36.35535486653108)	(15, 36.331484419170025)	(20, 36.31116011421732)	(25, 36.2715272617451)	(30, 36.231991485635085)	(35, 36.13823659212741)	(40, 36.20880126199271)	(45, 36.17952643767902)	(50, 36.22553364308832)	(55, 36.15879669615468)	(60, 36.09032261399273)	(65, 36.09702669181529)	(70, 36.11891032275675)	(75, 36.10594698557466)	(80, 36.07327163339595)	(85, 36.07887045843721)	(90, 36.01958554989797)	(95, 35.935564087751715)	(100, 35.936026135792204)	(105, 35.845048453263914)	(110, 35.90492940672904)	(115, 35.839024894524215)	(120, 35.765257689252756)	(125, 35.78338350011975)	(130, 35.66407871849357)	(135, 35.54372529555494)	(140, 35.460413790455355)	(145, 35.54166650872888)	(150, 35.55502671692124)
SRR15969070_1	(1, 36.29564558591998)	(2, 36.380352484847045)	(3, 36.448651993011445)	(4, 36.51456669139515)	(5, 36.44756948403071)	(6, 36.48888897520122)	(7, 36.4843990076011)	(8, 36.51482075428805)	(9, 36.525506932010074)	(10, 36.5267708492075)	(15, 36.53144076279185)	(20, 36.51679531646938)	(25, 36.46590725013702)	(30, 36.43531286862824)	(35, 36.50398350967324)	(40, 36.43098091352517)	(45, 36.37576765491496)	(50, 36.41546479915209)	(55, 36.38960585752052)	(60, 36.387053073784024)	(65, 36.35969890805505)	(70, 36.33647033987081)	(75, 36.35121037435665)	(80, 36.32352620103549)	(85, 36.308594888263734)	(90, 36.30352331769582)	(95, 36.2624417591662)	(100, 36.241037737250075)	(105, 36.17905178336387)	(110, 36.216204734480286)	(115, 36.2111497968068)	(120, 36.141040227614766)	(125, 36.144623976637185)	(130, 36.10325741985881)	(135, 36.057891017528746)	(140, 36.02557211559222)	(145, 36.00478593259245)	(150, 35.990154834426164)
SRR15969070_2	(1, 35.8708087904847)	(2, 36.177868471731735)	(3, 36.28577300348719)	(4, 36.320766054455824)	(5, 36.287989656533014)	(6, 36.24137208584493)	(7, 36.27194074120107)	(8, 36.33342167654549)	(9, 36.33373697042338)	(10, 36.356446171909646)	(15, 36.33976027155485)	(20, 36.31669593035569)	(25, 36.281499263514625)	(30, 36.249778962998434)	(35, 36.18048294340086)	(40, 36.222854328059626)	(45, 36.19471174485689)	(50, 36.22269375665573)	(55, 36.175411464222485)	(60, 36.11853281421034)	(65, 36.1148794263662)	(70, 36.12033839715102)	(75, 36.12516184514546)	(80, 36.09430709486622)	(85, 36.093700359777735)	(90, 36.03072666785321)	(95, 35.965962746429014)	(100, 35.9736336180041)	(105, 35.90772915524773)	(110, 35.94424996498638)	(115, 35.88897967930957)	(120, 35.831128187752476)	(125, 35.84216749461773)	(130, 35.7519204253086)	(135, 35.6534405302055)	(140, 35.598821212149595)	(145, 35.64684759813464)	(150, 35.63139792394975)
SRR15969071_1	(1, 36.337279228358305)	(2, 36.41037900736448)	(3, 36.47093734197937)	(4, 36.530697121001005)	(5, 36.456146289202316)	(6, 36.49771213822534)	(7, 36.501434437684196)	(8, 36.53166723724752)	(9, 36.54337303185026)	(10, 36.541260517427965)	(15, 36.544481736131985)	(20, 36.52921366230733)	(25, 36.47719111418856)	(30, 36.446709577437865)	(35, 36.508067085882594)	(40, 36.430862318969375)	(45, 36.37588243613037)	(50, 36.41118168453499)	(55, 36.3817027214517)	(60, 36.37962235533199)	(65, 36.34561151197743)	(70, 36.32489770116453)	(75, 36.33964758968874)	(80, 36.30623581758827)	(85, 36.29466016178736)	(90, 36.28947511456053)	(95, 36.246184797613815)	(100, 36.22876788796729)	(105, 36.16833088228286)	(110, 36.198645031477255)	(115, 36.19494148519491)	(120, 36.12579079543607)	(125, 36.13005652485607)	(130, 36.089503914081604)	(135, 36.04074843721382)	(140, 36.01230605081029)	(145, 35.986491479025425)	(150, 35.97751138650116)
SRR15969071_2	(1, 35.89243224320191)	(2, 36.23719187668035)	(3, 36.34113290309219)	(4, 36.3685279967151)	(5, 36.33707314949553)	(6, 36.29180844248429)	(7, 36.329564666130345)	(8, 36.37704317532494)	(9, 36.368609397865896)	(10, 36.40033204456764)	(15, 36.3815247723537)	(20, 36.36318251709359)	(25, 36.33231901317076)	(30, 36.30045231734393)	(35, 36.23510491603703)	(40, 36.27245063058844)	(45, 36.24546048193088)	(50, 36.27181982318949)	(55, 36.22595295374121)	(60, 36.169366480088016)	(65, 36.16622429262786)	(70, 36.17127033966176)	(75, 36.17277121201935)	(80, 36.14347905942516)	(85, 36.141059075339605)	(90, 36.080860245300826)	(95, 36.02036754680373)	(100, 36.02942924655765)	(105, 35.97703761119564)	(110, 35.99667929672496)	(115, 35.94759265112471)	(120, 35.89001772020622)	(125, 35.9024961044655)	(130, 35.81939614256433)	(135, 35.724511973053126)	(140, 35.66740999312469)	(145, 35.71173776258633)	(150, 35.69477685394341)
