"gene_id","CD0-ND0","CD3-ND3","CD4-ND4"
"ATU_RS19870","None","None","None"
"ATU_RS19875","None","None","None"
"ATU_RS19880","None","None","None"
"ATU_RS19885","None","Up","None"
"ATU_RS19890","None","None","None"
"ATU_RS19895","None","Up","None"
"ATU_RS19900","None","None","None"
"ATU_RS19905","None","None","None"
"ATU_RS19910","None","None","None"
"ATU_RS19915","None","Up","None"
"ATU_RS19920","None","None","None"
"ATU_RS19925","None","None","None"
"ATU_RS19930","None","None","None"
"ATU_RS19935","None","None","None"
"ATU_RS19940","None","Up","None"
"ATU_RS19945","None","None","None"
"ATU_RS19950","None","None","None"
"ATU_RS19955","None","None","None"
"ATU_RS19960","None","None","None"
"ATU_RS19965","None","Up","None"
"ATU_RS19970","None","Up","None"
"ATU_RS19975","None","None","None"
"ATU_RS19980","None","None","Up"
"ATU_RS19985","None","None","None"
"ATU_RS19990","None","Up","None"
"ATU_RS19995","None","Up","None"
"ATU_RS20000","None","None","None"
"ATU_RS20005","None","None","None"
"ATU_RS20010","None","Up","None"
"ATU_RS20015","None","Up","None"
"ATU_RS20020","None","None","None"
"ATU_RS20025","None","None","None"
"ATU_RS20030","None","None","None"
"ATU_RS20035","None","Up","None"
"ATU_RS20040","None","Up","None"
"ATU_RS20045","None","None","None"
"ATU_RS20050","None","None","Down"
"ATU_RS20055","None","None","None"
"ATU_RS20060","None","None","None"
"ATU_RS20065","None","Up","None"
"ATU_RS20070","None","None","None"
"ATU_RS20080","None","None","None"
"ATU_RS20085","None","Up","Up"
"ATU_RS20090","None","Up","None"
"ATU_RS20095","None","None","None"
"ATU_RS20100","None","None","None"
"ATU_RS20105","None","Up","None"
"ATU_RS20110","None","Up","None"
"ATU_RS20115","Up","Up","None"
"ATU_RS20120","None","Down","None"
"ATU_RS20125","None","Down","None"
"ATU_RS20130","None","None","None"
"ATU_RS20135","None","None","None"
"ATU_RS20140","None","None","None"
"ATU_RS20145","None","Up","None"
"ATU_RS20150","None","Up","None"
"ATU_RS20155","None","Up","None"
"ATU_RS20160","None","Up","None"
"ATU_RS20165","None","None","Up"
"ATU_RS20175","None","None","None"
"ATU_RS20180","None","Up","None"
"ATU_RS20185","None","None","None"
"ATU_RS20190","None","Up","Up"
"ATU_RS20195","None","Up","Up"
"ATU_RS20200","None","None","None"
"ATU_RS20205","None","None","None"
"ATU_RS20210","None","Up","Up"
"ATU_RS20215","None","None","None"
"ATU_RS20220","None","None","None"
"ATU_RS20225","None","None","Up"
"ATU_RS20230","None","None","Up"
"ATU_RS20235","None","None","Up"
"ATU_RS20240","None","Up","Up"
"ATU_RS20245","None","None","Up"
"ATU_RS20250","None","None","None"
"ATU_RS20255","None","None","None"
"ATU_RS20260","None","None","None"
"ATU_RS20265","None","Down","Down"
"ATU_RS20270","None","None","None"
"ATU_RS20275","None","Up","None"
"ATU_RS20280","None","None","None"
"ATU_RS20285","None","None","None"
"ATU_RS20290","None","None","None"
"ATU_RS20295","None","None","None"
"ATU_RS20300","None","None","None"
"ATU_RS20305","None","Up","None"
"ATU_RS20310","None","Up","Up"
"ATU_RS20315","None","None","None"
"ATU_RS20320","None","Up","None"
"ATU_RS20325","None","None","None"
"ATU_RS20330","None","None","None"
"ATU_RS20335","None","None","None"
"ATU_RS20340","None","None","None"
"ATU_RS20345","None","Up","Up"
"ATU_RS20350","None","None","None"
"ATU_RS20355","None","None","None"
"ATU_RS20360","None","None","None"
"ATU_RS20365","None","Up","Up"
"ATU_RS20370","None","None","None"
"ATU_RS20375","None","None","None"
"ATU_RS20380","None","Down","Down"
"ATU_RS20385","None","None","None"
"ATU_RS20390","None","None","None"
"ATU_RS20395","None","None","None"
"ATU_RS20400","None","Up","None"
"ATU_RS20405","None","Up","None"
"ATU_RS20410","None","None","None"
"ATU_RS20415","None","Up","None"
"ATU_RS20420","None","Up","None"
"ATU_RS20425","None","None","None"
"ATU_RS20430","None","Up","Up"
"ATU_RS20435","None","Up","None"
"ATU_RS20440","None","Up","Up"
"ATU_RS20445","None","Up","None"
"ATU_RS20450","None","Down","None"
"ATU_RS20455","None","None","None"
"ATU_RS20460","None","Up","Up"
"ATU_RS20465","None","Down","None"
"ATU_RS20470","None","Up","Up"
"ATU_RS20475","None","None","None"
"ATU_RS20480","None","Up","None"
"ATU_RS20485","None","None","None"
"ATU_RS20490","None","None","None"
"ATU_RS20495","None","None","Down"
"ATU_RS20500","None","None","None"
"ATU_RS20505","None","Down","None"
"ATU_RS20510","None","Up","Up"
"ATU_RS20515","None","None","None"
"ATU_RS20520","None","Up","None"
"ATU_RS20525","None","None","None"
"ATU_RS20530","None","Down","Down"
"ATU_RS20535","None","Down","Down"
"ATU_RS20540","None","Down","Down"
"ATU_RS20545","None","Down","Down"
"ATU_RS20550","None","Down","Down"
"ATU_RS20555","None","Down","Down"
"ATU_RS20560","None","Down","Down"
"ATU_RS20565","None","None","None"
"ATU_RS20570","None","Down","Down"
"ATU_RS20575","None","None","Down"
"ATU_RS20580","None","None","Down"
"ATU_RS20585","None","Down","None"
"ATU_RS20590","None","Down","None"
"ATU_RS20595","None","None","Down"
"ATU_RS20600","None","None","None"
"ATU_RS20605","None","None","None"
"ATU_RS20610","None","Down","Down"
"ATU_RS20615","None","Down","Down"
"ATU_RS20620","None","Down","Down"
"ATU_RS20625","None","Down","None"
"ATU_RS20630","None","Down","None"
"ATU_RS20635","None","None","None"
"ATU_RS20640","None","None","None"
"ATU_RS20645","None","None","None"
"ATU_RS20650","None","None","None"
"ATU_RS20655","None","Down","None"
"ATU_RS20660","None","Down","Down"
"ATU_RS20665","None","Down","Down"
"ATU_RS20670","None","Down","Down"
"ATU_RS20675","None","Down","Down"
"ATU_RS20680","None","None","Down"
"ATU_RS20690","None","Up","None"
"ATU_RS20695","None","Up","None"
"ATU_RS20700","None","None","Down"
"ATU_RS20705","None","Up","None"
"ATU_RS20710","None","Up","Up"
"ATU_RS20715","None","Up","None"
"ATU_RS20720","None","None","Up"
"ATU_RS20725","None","None","None"
"ATU_RS20730","None","Down","Down"
"ATU_RS20735","None","None","None"
"ATU_RS20740","None","None","None"
"ATU_RS20745","None","Up","None"
"ATU_RS20750","None","Up","None"
"ATU_RS20755","None","None","None"
"ATU_RS20760","None","None","None"
"ATU_RS20765","None","None","None"
"ATU_RS20770","None","Down","None"
"ATU_RS20775","None","Down","Down"
"ATU_RS20780","None","None","None"
"ATU_RS20785","None","None","None"
"ATU_RS20790","None","None","None"
"ATU_RS20795","None","Up","None"
"ATU_RS20800","None","None","None"
"ATU_RS20805","None","Up","None"
"ATU_RS20810","None","None","None"
"ATU_RS20815","None","Up","None"
"ATU_RS20820","None","Up","None"
"ATU_RS20825","None","Up","None"
"ATU_RS20830","None","None","None"
"ATU_RS20835","None","None","None"
"ATU_RS20840","None","None","None"
"ATU_RS20845","None","None","Down"
"ATU_RS20850","None","None","None"
"ATU_RS20855","None","Up","Up"
"ATU_RS20860","None","Up","Up"
"ATU_RS20865","None","Up","Up"
"ATU_RS20870","None","Up","Up"
"ATU_RS20875","None","None","Up"
"ATU_RS20880","None","None","None"
"ATU_RS20885","None","Up","Up"
"ATU_RS20890","None","None","None"
"ATU_RS20895","None","None","None"
"ATU_RS20900","None","None","None"
"ATU_RS20905","None","Up","None"
"ATU_RS20910","None","Down","None"
"ATU_RS20915","None","None","None"
"ATU_RS20920","None","Up","Up"
"ATU_RS20925","None","Up","None"
"ATU_RS20930","None","None","None"
"ATU_RS20935","None","Up","None"
"ATU_RS20940","None","Up","Up"
"ATU_RS20945","None","Down","Down"
"ATU_RS20950","None","None","None"
"ATU_RS20955","None","None","None"
"ATU_RS20960","None","None","None"
"ATU_RS20965","None","None","None"
"ATU_RS20970","None","None","None"
"ATU_RS20975","None","Down","Down"
"ATU_RS20980","None","Down","Down"
"ATU_RS20985","None","Up","None"
"ATU_RS20990","None","None","Down"
"ATU_RS20995","None","None","None"
"ATU_RS21000","None","None","Up"
"ATU_RS21005","None","None","Up"
"ATU_RS21010","None","None","None"
"ATU_RS21015","None","Up","Up"
"ATU_RS21020","None","Up","None"
"ATU_RS21025","None","None","None"
"ATU_RS21030","None","Up","None"
"ATU_RS21035","None","Down","None"
"ATU_RS21040","None","Down","None"
"ATU_RS21045","Down","Down","None"
"ATU_RS21050","None","Down","None"
"ATU_RS21055","None","None","None"
"ATU_RS21060","None","None","None"
"ATU_RS21065","None","None","None"
"ATU_RS21070","None","None","None"
"ATU_RS21075","None","None","None"
"ATU_RS21080","None","None","None"
"ATU_RS21085","None","Down","Down"
"ATU_RS21090","None","None","None"
"ATU_RS21095","None","Up","None"
"ATU_RS21100","None","None","None"
"ATU_RS21105","None","None","None"
"ATU_RS21110","None","None","None"
"ATU_RS21115","None","None","None"
"ATU_RS21120","None","None","None"
"ATU_RS21125","None","None","None"
"ATU_RS21130","None","None","None"
"ATU_RS21135","None","None","None"
"ATU_RS21140","None","Up","None"
"ATU_RS21145","None","None","None"
"ATU_RS21150","None","None","None"
"ATU_RS21155","None","None","None"
"ATU_RS21160","None","None","None"
"ATU_RS21165","None","None","None"
"ATU_RS21170","None","None","None"
"ATU_RS21175","None","Up","None"
"ATU_RS21180","None","Up","None"
"ATU_RS21185","None","Up","None"
"ATU_RS21190","None","None","None"
"ATU_RS21195","None","None","None"
"ATU_RS21200","None","None","None"
"ATU_RS21205","None","Up","None"
"ATU_RS21210","None","Up","None"
"ATU_RS21215","None","Up","None"
"ATU_RS21220","None","None","None"
"ATU_RS21225","None","None","None"
"ATU_RS21230","None","None","None"
"ATU_RS21235","None","Up","None"
"ATU_RS21240","None","None","None"
"ATU_RS21245","None","None","None"
"ATU_RS21250","None","Up","None"
"ATU_RS21255","None","Up","None"
"ATU_RS21260","None","Up","None"
"ATU_RS21265","None","None","None"
"ATU_RS21270","None","None","None"
"ATU_RS21275","None","None","None"
"ATU_RS21280","None","Up","None"
"ATU_RS21285","None","None","None"
"ATU_RS21290","None","Up","None"
"ATU_RS21295","None","None","None"
"ATU_RS21300","None","Up","None"
"ATU_RS21305","None","Up","None"
"ATU_RS21310","None","Up","None"
"ATU_RS21315","None","Up","Up"
"ATU_RS21320","None","Up","Up"
"ATU_RS21325","None","Up","None"
"ATU_RS21330","None","None","None"
"ATU_RS21335","None","Up","None"
"ATU_RS21340","None","Up","None"
"ATU_RS21345","None","Up","None"
"ATU_RS21350","None","Up","None"
"ATU_RS21355","None","Up","None"
"ATU_RS21360","None","Up","None"
"ATU_RS21365","None","None","None"
"ATU_RS21370","None","None","None"
"ATU_RS21375","None","Up","None"
"ATU_RS21380","None","None","None"
"ATU_RS21385","None","Up","None"
"ATU_RS21390","None","Up","None"
"ATU_RS21395","None","Up","None"
"ATU_RS21400","None","Up","None"
"ATU_RS21405","None","None","None"
"ATU_RS21415","None","None","None"
"ATU_RS21420","None","Up","None"
"ATU_RS21425","None","Up","None"
"ATU_RS21430","None","Up","None"
"ATU_RS21435","None","None","None"
"ATU_RS21440","None","Up","None"
"ATU_RS21445","None","Up","None"
"ATU_RS21450","None","None","None"
"ATU_RS21455","None","Up","None"
"ATU_RS21460","None","Down","None"
"ATU_RS21465","None","Up","Up"
"ATU_RS21470","None","None","None"
"ATU_RS21475","None","None","None"
"ATU_RS21480","None","None","None"
"ATU_RS21485","None","Up","Up"
"ATU_RS21490","None","None","None"
"ATU_RS21495","None","None","None"
"ATU_RS21500","None","Up","Up"
"ATU_RS21505","None","None","None"
"ATU_RS21510","None","Down","None"
"ATU_RS21515","None","None","None"
"ATU_RS21525","None","None","None"
"ATU_RS21530","None","Up","None"
"ATU_RS21535","None","None","None"
"ATU_RS21540","None","None","None"
"ATU_RS21545","None","None","None"
"ATU_RS21550","None","None","None"
"ATU_RS21555","None","Up","None"
"ATU_RS21560","None","Up","Up"
"ATU_RS21565","None","None","None"
"ATU_RS21570","None","None","None"
"ATU_RS21575","None","Down","None"
"ATU_RS21580","None","None","None"
"ATU_RS21590","None","None","None"
"ATU_RS21605","None","Down","None"
"ATU_RS21610","None","Down","None"
"ATU_RS21615","None","Down","Down"
"ATU_RS21620","None","Down","Down"
"ATU_RS21625","None","Down","Down"
"ATU_RS21630","None","Down","None"
"ATU_RS21635","None","Down","Down"
"ATU_RS21640","None","Down","None"
"ATU_RS21645","None","Down","Down"
"ATU_RS21650","None","Down","None"
"ATU_RS21655","None","None","None"
"ATU_RS21660","None","Up","None"
"ATU_RS21665","None","Up","Up"
"ATU_RS21670","None","Up","Up"
"ATU_RS21675","None","Up","Up"
"ATU_RS21680","None","Up","Up"
"ATU_RS21685","None","Up","Up"
"ATU_RS21690","None","None","Up"
"ATU_RS21695","None","None","None"
"ATU_RS21700","None","None","None"
"ATU_RS21705","None","Down","Down"
"ATU_RS21710","None","None","Down"
"ATU_RS21715","None","None","None"
"ATU_RS21730","None","Down","Up"
"ATU_RS21735","None","None","Up"
"ATU_RS21740","None","None","None"
"ATU_RS21745","None","Up","None"
"ATU_RS21750","None","None","Up"
"ATU_RS21755","None","None","None"
"ATU_RS21760","None","Up","None"
"ATU_RS21765","None","None","None"
"ATU_RS21770","None","None","None"
"ATU_RS21775","None","None","None"
"ATU_RS21780","None","Up","Up"
"ATU_RS21785","None","Up","None"
"ATU_RS21790","None","Up","Up"
"ATU_RS21795","None","Up","Up"
"ATU_RS21800","None","Up","None"
"ATU_RS21805","None","Up","None"
"ATU_RS21810","None","Up","None"
"ATU_RS21815","None","None","None"
"ATU_RS21820","None","None","None"
"ATU_RS21825","None","None","None"
"ATU_RS21830","None","None","Up"
"ATU_RS21835","None","None","Down"
"ATU_RS21840","None","None","None"
"ATU_RS21845","None","None","Up"
"ATU_RS21850","None","Up","Up"
"ATU_RS21855","None","Up","None"
"ATU_RS21860","None","Up","Up"
"ATU_RS21865","None","None","None"
"ATU_RS21870","None","Up","None"
"ATU_RS21875","None","Up","None"
"ATU_RS21880","None","None","None"
"ATU_RS21885","None","Down","None"
"ATU_RS21890","None","Down","None"
"ATU_RS21895","None","None","None"
"ATU_RS21900","None","Down","None"
"ATU_RS21905","None","None","None"
"ATU_RS21910","None","Up","None"
"ATU_RS21915","None","None","None"
"ATU_RS21920","None","None","None"
"ATU_RS21925","None","None","Up"
"ATU_RS21930","None","Up","Up"
"ATU_RS21935","None","None","Up"
"ATU_RS21940","None","Up","None"
"ATU_RS21945","None","Up","Up"
"ATU_RS21950","None","None","Up"
"ATU_RS21955","None","Up","Up"
"ATU_RS21960","None","Up","None"
"ATU_RS21965","None","Up","None"
"ATU_RS21970","None","None","None"
"ATU_RS21975","None","Up","Up"
"ATU_RS21980","None","Up","Up"
"ATU_RS21985","None","Up","Up"
"ATU_RS21990","None","Up","Up"
"ATU_RS21995","None","None","None"
"ATU_RS22000","None","Up","None"
"ATU_RS22005","None","None","None"
"ATU_RS22010","None","None","None"
"ATU_RS22015","None","Up","None"
"ATU_RS22020","None","Up","None"
"ATU_RS22025","None","Up","None"
"ATU_RS22030","None","None","None"
"ATU_RS22035","None","None","None"
"ATU_RS22040","None","Up","None"
"ATU_RS22045","None","None","None"
"ATU_RS22050","None","Up","Down"
"ATU_RS22055","None","None","None"
"ATU_RS22060","None","Up","Up"
"ATU_RS22065","None","Up","Up"
"ATU_RS22070","None","Up","None"
"ATU_RS22075","None","Up","None"
"ATU_RS22080","None","Up","None"
"ATU_RS22085","None","None","None"
"ATU_RS22090","None","Up","None"
"ATU_RS22095","None","Up","None"
"ATU_RS22100","None","None","None"
"ATU_RS22105","None","None","None"
"ATU_RS22110","None","None","Up"
"ATU_RS22115","None","Down","Down"
"ATU_RS22120","None","None","None"
"ATU_RS22125","None","None","None"
"ATU_RS22130","None","None","None"
"ATU_RS22135","None","Up","Up"
"ATU_RS22140","None","Up","None"
"ATU_RS22145","None","None","None"
"ATU_RS22150","None","Up","None"
"ATU_RS22155","None","Up","Up"
"ATU_RS22160","None","Up","None"
"ATU_RS22165","None","Down","None"
"ATU_RS22170","None","None","None"
"ATU_RS22175","None","None","None"
"ATU_RS22180","None","Up","None"
"ATU_RS22185","None","None","Down"
"ATU_RS22190","None","Up","None"
"ATU_RS22195","None","Up","Up"
"ATU_RS22200","None","Up","Up"
"ATU_RS22205","None","Up","Up"
"ATU_RS22210","None","Up","Up"
"ATU_RS22215","None","Down","None"
"ATU_RS22220","None","None","None"
"ATU_RS22225","None","None","None"
"ATU_RS22230","None","None","None"
"ATU_RS22235","None","Up","None"
"ATU_RS22240","None","None","None"
"ATU_RS22245","None","Up","Up"
"ATU_RS22250","None","Up","None"
"ATU_RS22255","None","None","None"
"ATU_RS22260","None","Up","Up"
"ATU_RS22265","None","Up","Up"
"ATU_RS22270","None","Up","Up"
"ATU_RS22275","None","Up","None"
"ATU_RS22280","None","Up","Up"
"ATU_RS22285","None","Up","Up"
"ATU_RS22290","None","None","None"
"ATU_RS22295","None","None","None"
"ATU_RS22300","None","None","None"
"ATU_RS22305","None","None","None"
"ATU_RS22310","None","None","None"
"ATU_RS22315","None","None","None"
"ATU_RS22320","None","Up","None"
"ATU_RS22325","None","None","None"
"ATU_RS22330","None","None","None"
"ATU_RS22335","None","None","None"
"ATU_RS22340","None","None","None"
"ATU_RS22345","None","Up","None"
"ATU_RS22350","None","Up","None"
"ATU_RS22355","None","None","None"
"ATU_RS22360","None","None","Down"
"ATU_RS22365","None","None","None"
"ATU_RS22370","Up","Up","None"
"ATU_RS22375","None","None","Down"
"ATU_RS22380","None","None","None"
"ATU_RS22385","None","None","None"
"ATU_RS22390","None","Up","None"
"ATU_RS22395","None","None","None"
"ATU_RS22400","None","Up","None"
"ATU_RS22405","None","None","None"
"ATU_RS22410","None","None","None"
"ATU_RS22415","None","None","Down"
"ATU_RS22420","None","None","None"
"ATU_RS22425","None","Down","None"
"ATU_RS22430","None","None","Down"
"ATU_RS22435","None","Down","Down"
"ATU_RS22440","None","Up","Up"
"ATU_RS22445","None","None","Up"
"ATU_RS22450","None","None","Up"
"ATU_RS22455","None","Up","Up"
"ATU_RS22460","None","Up","None"
"ATU_RS22465","None","Up","Up"
"ATU_RS22470","None","None","None"
"ATU_RS22475","None","None","None"
"ATU_RS22480","None","Up","None"
"ATU_RS22485","None","None","None"
"ATU_RS22490","None","Up","None"
"ATU_RS22495","None","None","None"
"ATU_RS22500","None","None","None"
"ATU_RS22505","None","None","None"
"ATU_RS22510","None","None","None"
"ATU_RS22515","None","None","None"
"ATU_RS22520","None","None","None"
"ATU_RS22525","None","None","None"
"ATU_RS22530","None","None","None"
"ATU_RS22535","None","None","None"
"ATU_RS22540","None","None","None"
"ATU_RS22545","None","None","None"
"ATU_RS22550","None","None","None"
"ATU_RS22555","None","None","None"
"ATU_RS22560","None","Up","None"
"ATU_RS22565","None","Up","None"
"ATU_RS22570","None","None","None"
"ATU_RS22575","Up","None","None"
"ATU_RS22580","None","None","Up"
"ATU_RS22585","None","Up","Up"
"ATU_RS22590","None","Up","None"
"ATU_RS22595","None","None","None"
"ATU_RS22600","None","Up","None"
"ATU_RS22605","None","None","None"
"ATU_RS22610","None","Up","None"
"ATU_RS22615","None","None","None"
"ATU_RS22620","None","None","None"
"ATU_RS22625","None","None","None"
"ATU_RS22630","None","None","None"
"ATU_RS22635","None","None","None"
"ATU_RS22640","None","None","None"
"ATU_RS22645","None","None","None"
"ATU_RS22650","None","Up","None"
"ATU_RS22655","None","Up","None"
"ATU_RS22660","None","Up","Up"
"ATU_RS22665","None","None","Up"
"ATU_RS22670","None","None","None"
"ATU_RS22680","None","Up","None"
"ATU_RS22685","None","Up","None"
"ATU_RS22690","None","None","Down"
"ATU_RS22695","None","None","None"
"ATU_RS22700","None","None","Up"
"ATU_RS22705","None","None","Up"
"ATU_RS22710","None","None","None"
"ATU_RS22715","None","Down","None"
"ATU_RS22720","None","None","None"
"ATU_RS22725","None","None","None"
"ATU_RS22730","None","None","None"
"ATU_RS22735","None","None","Up"
"ATU_RS22740","None","Up","None"
"ATU_RS22745","None","Up","None"
"ATU_RS22750","None","None","None"
"ATU_RS22755","None","None","None"
"ATU_RS22760","None","None","None"
"ATU_RS22765","None","None","None"
"ATU_RS22770","None","None","None"
"ATU_RS22775","None","None","None"
"ATU_RS22785","None","Up","Up"
"ATU_RS22790","None","None","None"
"ATU_RS22795","None","None","None"
"ATU_RS22800","None","Up","None"
"ATU_RS22805","None","None","None"
"ATU_RS22810","None","None","None"
"ATU_RS22815","None","None","None"
"ATU_RS22820","None","Down","Down"
"ATU_RS22825","None","None","None"
"ATU_RS22830","None","None","None"
"ATU_RS22835","None","None","None"
"ATU_RS22840","None","None","Up"
"ATU_RS22850","None","None","None"
"ATU_RS22855","None","Down","None"
"ATU_RS22865","None","None","Down"
"ATU_RS22870","None","None","None"
"ATU_RS22880","None","None","None"
"ATU_RS22885","None","Down","None"
"ATU_RS22890","None","None","None"
"ATU_RS22895","None","Down","None"
"ATU_RS22900","None","None","None"
"ATU_RS22905","None","None","Down"
"ATU_RS22910","None","Down","None"
"ATU_RS22915","None","None","None"
"ATU_RS22920","None","None","None"
"ATU_RS22925","None","Down","None"
"ATU_RS22935","None","Up","None"
"ATU_RS22940","None","Up","None"
"ATU_RS22945","None","Down","Down"
"ATU_RS22950","None","Down","Down"
"ATU_RS22955","None","None","None"
"ATU_RS22960","None","None","None"
"ATU_RS22965","None","None","None"
"ATU_RS22970","None","None","None"
"ATU_RS22975","None","Up","None"
"ATU_RS22980","None","None","None"
"ATU_RS22990","None","None","None"
"ATU_RS22995","None","None","None"
"ATU_RS23000","None","Down","None"
"ATU_RS23110","None","Up","Up"
"ATU_RS23115","None","Up","None"
"ATU_RS23120","None","Up","None"
"ATU_RS23125","None","None","None"
"ATU_RS23130","None","None","None"
"ATU_RS23135","None","None","None"
"ATU_RS23140","None","None","Up"
"ATU_RS23145","None","None","Down"
"ATU_RS23150","None","Down","Down"
"ATU_RS23155","None","Down","Down"
"ATU_RS23160","None","Down","Down"
"ATU_RS23165","None","Down","Down"
"ATU_RS23170","None","Down","Down"
"ATU_RS23175","None","Down","Down"
"ATU_RS23180","None","Down","Down"
"ATU_RS23185","None","Down","Down"
"ATU_RS23190","None","Down","Down"
"ATU_RS23195","None","Down","Down"
"ATU_RS23200","None","Down","Down"
"ATU_RS23205","None","Down","Down"
"ATU_RS23210","None","Down","Down"
"ATU_RS23215","None","Down","Down"
"ATU_RS23220","None","Down","Down"
"ATU_RS23225","None","Down","Down"
"ATU_RS23230","None","None","None"
"ATU_RS23235","None","Up","Up"
"ATU_RS23240","None","None","None"
"ATU_RS23245","None","None","None"
"ATU_RS23250","None","Up","Up"
"ATU_RS23255","None","Up","Up"
"ATU_RS23260","None","Up","Up"
"ATU_RS23265","None","Up","Up"
"ATU_RS23270","None","None","None"
"ATU_RS23275","None","None","None"
"ATU_RS23280","None","Up","None"
"ATU_RS23285","None","None","None"
"ATU_RS23290","None","None","None"
"ATU_RS23295","None","Down","None"
"ATU_RS23300","None","Down","None"
"ATU_RS23305","None","None","None"
"ATU_RS23310","None","None","None"
"ATU_RS23315","None","None","None"
"ATU_RS23320","None","Down","None"
"ATU_RS23325","None","None","None"
"ATU_RS23330","None","None","None"
"ATU_RS23335","None","Down","None"
"ATU_RS23340","None","None","None"
"ATU_RS23345","None","None","None"
"ATU_RS23350","None","None","None"
"ATU_RS23355","None","None","None"
"ATU_RS23360","None","None","None"
"ATU_RS23365","None","None","None"
"ATU_RS23370","None","Up","None"
"ATU_RS23375","None","Up","None"
"ATU_RS23380","None","Up","Up"
"ATU_RS23385","None","Up","Up"
"ATU_RS23390","None","None","Up"
"ATU_RS23395","None","None","None"
"ATU_RS23400","None","Down","None"
"ATU_RS23405","None","None","Down"
"ATU_RS23410","None","None","None"
"ATU_RS23415","None","None","None"
"ATU_RS23420","None","Down","Down"
"ATU_RS23425","Down","Down","Down"
"ATU_RS23430","None","None","None"
"ATU_RS23435","None","None","None"
"ATU_RS23440","None","None","Down"
"ATU_RS23450","None","None","None"
"ATU_RS23455","None","Up","None"
"ATU_RS23460","None","Up","None"
"ATU_RS23465","None","Up","None"
"ATU_RS23470","None","None","None"
"ATU_RS23475","None","Down","Down"
"ATU_RS23480","None","Up","Up"
"ATU_RS23485","None","Up","Up"
"ATU_RS23490","None","Up","None"
"ATU_RS23495","None","Up","None"
"ATU_RS23500","None","Up","Up"
"ATU_RS23505","None","None","None"
"ATU_RS23510","None","Up","None"
"ATU_RS23515","None","None","None"
"ATU_RS23520","None","Up","None"
"ATU_RS23525","None","None","None"
"ATU_RS23530","None","Up","None"
"ATU_RS23535","None","Up","None"
"ATU_RS23540","None","Up","None"
"ATU_RS23545","None","Up","None"
"ATU_RS23550","None","None","None"
"ATU_RS23555","None","None","None"
"ATU_RS23560","None","None","None"
"ATU_RS23565","None","None","None"
"ATU_RS23570","None","Down","Down"
"ATU_RS23575","None","Up","None"
"ATU_RS23580","None","Up","None"
"ATU_RS23585","None","None","None"
"ATU_RS23590","None","None","None"
"ATU_RS23595","None","Down","Down"
"ATU_RS23600","None","Down","Down"
"ATU_RS23605","None","Down","Down"
"ATU_RS23610","None","Down","Down"
"ATU_RS23615","None","Down","Down"
"ATU_RS23620","None","Down","Down"
"ATU_RS23625","None","Down","Down"
"ATU_RS23630","None","None","Down"
"ATU_RS23635","None","Down","Down"
"ATU_RS23640","None","Down","Down"
"ATU_RS23645","None","Down","None"
"ATU_RS23650","None","Down","Down"
"ATU_RS23655","None","Down","Down"
"ATU_RS23660","None","Down","None"
"ATU_RS23665","None","Down","None"
"ATU_RS23670","None","Down","None"
"ATU_RS23675","None","None","None"
"ATU_RS23680","None","Down","Down"
"ATU_RS23685","None","Down","Down"
"ATU_RS23690","None","Down","Down"
"ATU_RS23695","None","Down","Down"
"ATU_RS23700","None","Down","Down"
"ATU_RS23705","None","Down","Down"
"ATU_RS23710","None","Down","Down"
"ATU_RS23715","None","Down","Down"
"ATU_RS23720","None","Down","Down"
"ATU_RS23730","None","None","None"
"ATU_RS23735","None","None","None"
"ATU_RS23740","None","None","None"
"ATU_RS23750","None","Up","None"
"ATU_RS23755","None","None","None"
"ATU_RS23770","None","None","None"
"ATU_RS23775","None","None","None"
"ATU_RS23780","None","Down","Down"
"ATU_RS23785","None","None","None"
"ATU_RS23790","None","Up","None"
"ATU_RS23795","None","None","None"
"ATU_RS23800","None","None","None"
"ATU_RS23805","None","None","None"
"ATU_RS23810","None","Up","None"
"ATU_RS23815","None","Down","None"
"ATU_RS23820","None","None","None"
"ATU_RS23825","None","None","None"
"ATU_RS23830","None","None","None"
"ATU_RS23835","None","None","Down"
"ATU_RS23840","None","None","None"
"ATU_RS23845","None","None","None"
"ATU_RS23850","None","None","None"
"ATU_RS23855","None","None","None"
"ATU_RS23860","None","Up","None"
"ATU_RS23865","None","Up","Up"
"ATU_RS23870","None","None","Down"
"ATU_RS23875","None","None","None"
"ATU_RS23880","None","None","None"
"ATU_RS23885","None","Up","None"
"ATU_RS23890","None","Down","None"
"ATU_RS23895","None","Down","None"
"ATU_RS23900","None","Down","Down"
"ATU_RS23905","None","None","None"
"ATU_RS23915","None","Down","Down"
"ATU_RS23935","None","Up","None"
"ATU_RS23950","None","None","None"
"ATU_RS23955","None","None","None"
"ATU_RS23960","None","None","None"
"ATU_RS23965","None","Up","Up"
"ATU_RS23970","None","Up","Up"
"ATU_RS23980","None","Up","Up"
"ATU_RS23985","None","Up","None"
"ATU_RS23990","None","Up","Up"
"ATU_RS23995","None","None","None"
"ATU_RS24005","None","None","Up"
"ATU_RS24015","None","Down","Down"
"ATU_RS24020","None","Up","None"
"ATU_RS24025","None","Up","Up"
"ATU_RS24030","None","Up","Up"
"ATU_RS24035","None","None","None"
"ATU_RS24040","None","None","None"
"ATU_RS24045","None","None","None"
"ATU_RS24050","None","Down","None"
"ATU_RS24055","None","None","None"
