GeneID	old	Name
ATU_RS03575	Atu0725	Atu0725
ATU_RS03580	Atu0726	Atu0726
ATU_RS03585	Atu0727	Atu0727
ATU_RS03590	Atu0728	Atu0728
ATU_RS03595	Atu0730	Atu0730
ATU_RS03600	Atu0731	Atu0731
ATU_RS03605	Atu0732	mmgC
ATU_RS03610	Atu0733	Atu0733
ATU_RS03615	Atu0734	Atu0734
ATU_RS03620	Atu0735	Atu0735
ATU_RS03625	Atu0736	Atu0736
ATU_RS03630	Atu0738	mcpG
ATU_RS03635	Atu0739	Atu0739
ATU_RS03640	Atu0740	Atu0740
ATU_RS03645	Atu0741	Atu0741
ATU_RS03650	Atu0742	Atu0742
ATU_RS03655	Atu8012	Atu8012
ATU_RS03660	Atu0743	Atu0743
ATU_RS03665	Atu0744	Atu0744
ATU_RS03670	Atu0745	dxs
ATU_RS03675	Atu0746	Atu0746
ATU_RS03680	Atu0747	xseB
ATU_RS03685	Atu0748	Atu0748
ATU_RS03690	Atu0749	bioY
ATU_RS03695	Atu0750	Atu0750
ATU_RS03700	Atu0751	Atu0751
ATU_RS03705	Atu0752	Atu0752
ATU_RS03710	Atu0753	ribA
ATU_RS03715	Atu0754	aroC
ATU_RS03725	Atu0755	Atu0755
ATU_RS03730	Atu0756	gpmB
ATU_RS03735	Atu0757	fabI
ATU_RS03740	Atu0758	dnaJ
ATU_RS03745	Atu0759	Atu0759
ATU_RS03750	Atu0760	pdxH
ATU_RS03755	Atu0761	Atu0761
ATU_RS03760	Atu0762	Atu0762
ATU_RS03765	Atu0763	Atu0763
ATU_RS03770	Atu0764	Atu0764
ATU_RS03775	Atu0765	tldD
ATU_RS03780	Atu0766	ialB
ATU_RS03785	Atu0767	coxB
ATU_RS03790	Atu0768	coxA
ATU_RS03795	Atu0769	ctaB
ATU_RS03800	Atu0770	coxG
ATU_RS03805	Atu0771	coxC
ATU_RS03810	Atu0772	Atu0772
ATU_RS03815	Atu0773	surf1
ATU_RS03820	Atu0774	lytB
ATU_RS03825	Atu0775	thrB
ATU_RS03830	Atu0776	Atu0776
ATU_RS03835	Atu0777	Atu0777
ATU_RS03840	Atu0778	Atu0778
ATU_RS03845	Atu0779	Atu0779
ATU_RS03850	Atu0780	Atu0780
ATU_RS03855	Atu0781	Atu0781
ATU_RS03860	Atu0782	Atu0782
ATU_RS03865	Atu0783	Atu0783
ATU_RS03870	Atu0784	Atu0784
ATU_RS03875	Atu0785	rimJ
ATU_RS03880	Atu0786	Atu0786
ATU_RS03885	Atu0787	thrC
ATU_RS03890	Atu0788	Atu0788
ATU_RS03895	Atu0790	Atu0790
ATU_RS03900	Atu0791	Atu0791
ATU_RS03905	Atu0792	Atu0792
ATU_RS03910	Atu8136	Atu8136
ATU_RS03915	Atu0794	ccrM
ATU_RS03920	Atu0796	Atu0796
ATU_RS03925	Atu0797	Atu0797
ATU_RS03930	Atu0798	mutY
ATU_RS03935	Atu8137	Atu8137
ATU_RS03940	Atu0800	Atu0800
ATU_RS03945	Atu0801	smc
ATU_RS03950	Atu0802	Atu0802
ATU_RS03955	Atu0803	ppdK
ATU_RS03970	Atu0804	Atu0804
ATU_RS03975	Atu0806	Atu0806
ATU_RS03980	Atu0807	Atu0807
ATU_RS03985	Atu0808	Atu0808
ATU_RS03990	Atu0809	Atu0809
ATU_RS03995	Atu0810	Atu0810
ATU_RS04000	Atu0811	mqo
ATU_RS04005	Atu0813	Atu0813
ATU_RS04010	Atu0814	Atu0814
ATU_RS04015	Atu0816	cysN
ATU_RS04020	Atu0817	Atu0817
ATU_RS04025	Atu0818	cysH
ATU_RS04030	Atu0819	Atu0819
ATU_RS04035	Atu0820	Atu0820
ATU_RS04040	Atu0821	cysT
ATU_RS04045	Atu0822	Atu0822
ATU_RS04050	Atu0823	Atu0823
ATU_RS04055	Atu0825	qor
ATU_RS04060	Atu0826	Atu0826
ATU_RS04065	Atu0827	Atu0827
ATU_RS04070	Atu0828	betI
ATU_RS04075	Atu0829	betB
ATU_RS04080	Atu0830	betA
ATU_RS04090	Atu8138	Atu8138
ATU_RS04095	Atu0832	Atu0832
ATU_RS04100	Atu8139	Atu8139
ATU_RS04105	Atu0834	Atu0834
ATU_RS04110	Atu0835	gst
ATU_RS04115	Atu0836	gst
ATU_RS04120	Atu0837	Atu0837
ATU_RS04125	Atu0838	Atu0838
ATU_RS04130	Atu0839	Atu0839
ATU_RS04135	Atu0840	Atu0840
ATU_RS04140	Atu0841	Atu0841
ATU_RS04145	Atu0842	Atu0842
ATU_RS04150	Atu0843	Atu0843
ATU_RS04155	Atu0844	Atu0844
ATU_RS04160	Atu0845	Atu0845
ATU_RS04165	Atu0846	ohrR
ATU_RS04170	Atu0847	ohr
ATU_RS04175	Atu0848	Atu0848
ATU_RS04180	Atu0849	Atu0849
ATU_RS04185	Atu0850	Atu0850
ATU_RS04190	Atu0851	Atu0851
ATU_RS04195	Atu0852	Atu0852
ATU_RS04200	Atu0853	Atu0853
ATU_RS04205	Atu0854	Atu0854
ATU_RS04210	Atu0855	Atu0855
ATU_RS04215	Atu0856	Atu0856
ATU_RS04220	Atu0857	Atu0857
ATU_RS04225	Atu0858	pcaC
ATU_RS04230	Atu0859	Atu0859
ATU_RS04235	Atu0860	Atu0860
ATU_RS04245	Atu0862	Atu0862
ATU_RS04250	Atu0863	Atu0863
ATU_RS04255	Atu0864	Atu0864
ATU_RS04260	Atu0865	Atu0865
ATU_RS04265	Atu0866	Atu0866
ATU_RS04270	Atu0867	Atu0867
ATU_RS04275	Atu0868	Atu0868
ATU_RS04280	Atu0869	Atu0869
ATU_RS04285	Atu0870	tam
ATU_RS04290	Atu0871	ilvE
ATU_RS04295	Atu0872	mcpC
ATU_RS04300	Atu0873	oxyR
ATU_RS04305	Atu0874	Atu0874
ATU_RS04310	Atu0875	Atu0875
ATU_RS04315	Atu0876	sodBI
ATU_RS04320	Atu0877	Atu0877
ATU_RS04325	Atu0878	Atu0878
ATU_RS04330	Atu0879	Atu0879
ATU_RS04335	Atu0881	Atu0881
ATU_RS04340	Atu0882	Atu0882
ATU_RS04345	Atu0883	Atu0883
ATU_RS04350	Atu0884	Atu0884
ATU_RS04355	Atu0885	Atu0885
ATU_RS04360	Atu0886	Atu0886
ATU_RS04365	Atu0887	Atu0887
ATU_RS04370	Atu0888	Atu0888
ATU_RS04380	Atu0890	Atu0890
ATU_RS04385	Atu0891	Atu0891
ATU_RS04390	Atu0892	Atu0892
ATU_RS04395	Atu0893	Atu0893
ATU_RS04400	Atu0894	Atu0894
ATU_RS04405	Atu0895	Atu0895
ATU_RS04415	Atu0897	ptrB
ATU_RS04420	Atu0898	Atu0898
ATU_RS04425	Atu0899	dapA
ATU_RS04430	Atu0900	Atu0900
ATU_RS04435	Atu0901	ada
ATU_RS04440	Atu0902	Atu0902
ATU_RS04445	Atu0903	Atu0903
ATU_RS04455	Atu0904	Atu0904
ATU_RS04460	Atu0905	dskA
ATU_RS04465	Atu0906	Atu0906
ATU_RS04470	Atu0907	Atu0907
ATU_RS04475	Atu0908	Atu0908
ATU_RS04480	Atu0909	mnhA
ATU_RS04485	Atu0910	mnhB
ATU_RS04490	Atu0911	mnhC
ATU_RS04495	Atu0912	mnhD
ATU_RS04500	Atu0913	mnhE
ATU_RS04505	Atu0914	mnhF
ATU_RS04510	Atu0915	mnhG
ATU_RS04515	Atu0916	ros
ATU_RS04520	Atu0917	Atu0917
ATU_RS04525	Atu0918	Atu0918
ATU_RS04530	Atu0919	Atu0919
ATU_RS04535	Atu0920	Atu0920
ATU_RS04540	Atu0921	Atu0921
ATU_RS04545	Atu8087	Atu8087
ATU_RS04550	Atu0922	Atu0922
ATU_RS04555	Atu0923	Atu0923
ATU_RS04560	Atu0924	Atu0924
ATU_RS04565	Atu0925	Atu0925
ATU_RS04570	Atu0926	Atu0926
ATU_RS04575	Atu0927	lysE
ATU_RS04580	Atu0928	Atu0928
ATU_RS04585	Atu0929	Atu0929
ATU_RS04590	Atu0930	Atu0930
ATU_RS04595	Atu0931	Atu0931
ATU_RS04600	Atu0932	Atu0932
ATU_RS04605	Atu0933	Atu0933
ATU_RS04610	Atu0934	Atu0934
ATU_RS04615	Atu0935	Atu0935
ATU_RS04620	Atu0936	Atu0936
ATU_RS04625	Atu0937	Atu0937
ATU_RS04630	Atu0938	cueR
ATU_RS04640	Atu0939	pemI
ATU_RS04645	Atu0940	pemK
ATU_RS04655	Atu0942	Atu0942
ATU_RS04660	Atu0944	cscA
ATU_RS04665	Atu0945	Atu0945
ATU_RS04670	Atu0946	Atu0946
ATU_RS04675	Atu0947	Atu0947
ATU_RS04680	Atu0948	Atu0948
ATU_RS04685	Atu0949	Atu0949
ATU_RS04690	Atu0950	Atu0950
ATU_RS04695	Atu8088	Atu8088
ATU_RS04700	Atu0951	Atu0951
ATU_RS04705	Atu8140	Atu8140
ATU_RS04710	Atu0953	Atu0953
ATU_RS04715	Atu0954	gp34
ATU_RS04720	Atu0955	Atu0955
ATU_RS04725	Atu0956	gp35
ATU_RS04730	Atu0957	gp36
ATU_RS04745	Atu0959	Atu0959
ATU_RS04750	Atu0960	Atu0960
ATU_RS04770	Atu0962	Atu0962
ATU_RS04780	Atu8141	Atu8141
ATU_RS04785	Atu0964	Atu0964
ATU_RS04790	Atu0965	Atu0965
ATU_RS04795	Atu0966	Atu0966
ATU_RS04800	Atu0967	Atu0967
ATU_RS04805	Atu0968	Atu0968
ATU_RS04810	Atu8142	Atu8142
ATU_RS04815	Atu0970	Atu0970
ATU_RS04820	Atu0971	Atu0971
ATU_RS04825	Atu0972	lipA
ATU_RS04830	Atu0973	cycH
ATU_RS04835	Atu0974	cycJ
ATU_RS04840	Atu0975	cycK
ATU_RS04845	Atu0976	cycL
ATU_RS04850	Atu0977	dop
ATU_RS04855	Atu0978	ragA
ATU_RS04860	Atu0979	ragB
ATU_RS04865	Atu8143	Atu8143
ATU_RS04870	Atu0981	glnE
ATU_RS04875	Atu0982	Atu0982
ATU_RS04880	Atu0983	Atu0983
ATU_RS04885	Atu0984	pepN
ATU_RS04890	Atu0985	Atu0985
ATU_RS04900	Atu0987	Atu0987
ATU_RS04905	Atu0988	Atu0988
ATU_RS04910	Atu0989	Atu0989
ATU_RS04915	Atu0990	Atu0990
ATU_RS04920	Atu0991	Atu0991
ATU_RS04925	Atu0992	Atu0992
ATU_RS04930	Atu0993	Atu0993
ATU_RS04935	Atu0994	Atu0994
ATU_RS04940	Atu0995	Atu0995
ATU_RS04945	Atu0996	Atu0996
ATU_RS04950	Atu0997	Atu0997
ATU_RS04955	Atu0998	bacA
ATU_RS04960	Atu0999	mgtE
ATU_RS04965	Atu1000	Atu1000
ATU_RS04970	Atu1001	Atu1001
ATU_RS04975	Atu1002	Atu1002
ATU_RS04980	Atu1003	Atu1003
ATU_RS04985	Atu1004	Atu1004
ATU_RS04990	Atu1005	Atu1005
ATU_RS04995	Atu1006	amn
ATU_RS05010	Atu1008	Atu1008
ATU_RS05015	Atu1009	Atu1009
ATU_RS05020	Atu8144	Atu8144
ATU_RS05025	Atu1011	hisC
ATU_RS05030	Atu8145	Atu8145
ATU_RS05035	Atu1013	Atu1013
ATU_RS05040	Atu1014	Atu1014
ATU_RS05045	Atu8146	Atu8146
ATU_RS05050	Atu1017	Atu1017
ATU_RS05055	Atu1018	Atu1018
ATU_RS05060	Atu1020	Atu1020
ATU_RS05065	Atu1021	Atu1021
ATU_RS05070	Atu1022	Atu1022
ATU_RS05080	Atu1024	dapA
ATU_RS05085	Atu1025	smpB
ATU_RS05090	Atu1027	mcpV
ATU_RS05095	Atu1028	Atu1028
ATU_RS05100	Atu1029	rnpO
ATU_RS05105	Atu1030	Atu1030
ATU_RS05110	Atu1031	Atu1031
ATU_RS05115	Atu1032	Atu1032
ATU_RS05120	Atu1033	acpS
ATU_RS05125	Atu1034	sipf
ATU_RS05130	Atu1035	rnc
ATU_RS05135	Atu1036	Atu1036
ATU_RS05140	Atu1037	fixK
ATU_RS05145	Atu1038	Atu1038
ATU_RS05150	Atu1039	recO
ATU_RS05155	Atu1040	Atu1040
ATU_RS05160	Atu1041	Atu1041
ATU_RS05165	Atu1042	Atu1042
ATU_RS05170	Atu1043	Atu1043
ATU_RS05175	Atu1044	Atu1044
ATU_RS05180	Atu1045	Atu1045
ATU_RS05185	Atu1046	Atu1046
ATU_RS05190	Atu1047	Atu1047
ATU_RS05195	Atu1048	Atu1048
ATU_RS05200	Atu1049	Atu1049
ATU_RS05205	Atu1050	Atu1050
ATU_RS05210	Atu1051	Atu1051
ATU_RS05215	Atu1052	Atu1052
ATU_RS05220	Atu1053	gcvT
ATU_RS05225	Atu1054	Atu1054
ATU_RS05230	Atu1055	Atu1055
ATU_RS05235	Atu1056	Atu1056
ATU_RS05240	Atu1057	nudF
ATU_RS05245	Atu1058	Atu1058
ATU_RS05250	Atu1059	Atu1059
ATU_RS05255	Atu1060	Atu1060
ATU_RS05260	Atu1062	pssA
ATU_RS05265	Atu1063	psd
ATU_RS05270	Atu1064	Atu1064
ATU_RS05275	Atu8147	Atu8147
ATU_RS05280	Atu1066	Atu1066
ATU_RS05285	Atu1067	pbpB
ATU_RS05290	Atu1068	Atu1068
ATU_RS05295	Atu1069	pip
ATU_RS05300	Atu1070	Atu1070
ATU_RS05305	Atu1071	Atu1071
ATU_RS05310	Atu1072	Atu1072
ATU_RS05315	Atu1073	cysS
ATU_RS05320	Atu1074	Atu1074
ATU_RS05325	Atu1075	purF
ATU_RS05330	Atu1076	cvpA
ATU_RS05335	Atu1077	radA
ATU_RS05340	Atu1078	Atu1078
ATU_RS05345	Atu1079	Atu1079
ATU_RS05350	Atu1080	alr
ATU_RS05355	Atu1081	Atu1081
ATU_RS05360	Atu1082	Atu1082
ATU_RS05365	Atu1083	Atu1083
ATU_RS05370	Atu1084	dnaC
ATU_RS05375	Atu1085	slyA
ATU_RS05380	Atu1086	Atu1086
ATU_RS05385	Atu1087	Atu1087
ATU_RS05390	Atu1088	rplI
ATU_RS05395	Atu1089	Atu1089
ATU_RS05400	Atu1090	rpsR
ATU_RS05405	Atu1091	rpsF
ATU_RS05410	Atu1093	Atu1093
ATU_RS05415	Atu1094	fabD
ATU_RS05420	Atu1095	fabG
ATU_RS05425	Atu1096	acpP
ATU_RS05430	Atu1097	fabF
ATU_RS05435	Atu1099	Atu1099
ATU_RS05440	Atu1100	Atu1100
ATU_RS05445	Atu1101	gmk
ATU_RS05450	Atu1102	Atu1102
ATU_RS05455	Atu1103	ksgA
ATU_RS05460	Atu1104	pdxA
ATU_RS05465	Atu1105	Atu1105
ATU_RS05470	Atu1106	ostA
ATU_RS05475	Atu1107	Atu1107
ATU_RS05480	Atu1108	Atu1108
ATU_RS05485	Atu1110	pepA
ATU_RS05490	Atu1111	holC
ATU_RS05495	Atu1112	Atu1112
ATU_RS05500	Atu1113	Atu1113
ATU_RS05505	Atu1114	Atu1114
ATU_RS05510	Atu1115	Atu1115
ATU_RS05515	Atu1116	nwsB
ATU_RS05520	Atu1117	Atu1117
ATU_RS05525	Atu1118	Atu1118
ATU_RS05530	Atu1119	Atu1119
ATU_RS05535	Atu1121	ligE
ATU_RS05540	Atu1122	ndk
ATU_RS05545	Atu1123	Atu1123
ATU_RS05550	Atu1124	Atu1124
ATU_RS05555	Atu1125	Atu1125
ATU_RS05560	Atu1126	moaE
ATU_RS05565	Atu1127	moaD
ATU_RS05570	Atu1128	pgsA
ATU_RS05575	Atu1129	uvrC
ATU_RS05580	Atu1130	Atu1130
ATU_RS05585	Atu1131	ropB
ATU_RS05590	Atu1132	Atu1132
ATU_RS05595	Atu1133	rns
ATU_RS05600	Atu1134	Atu1134
ATU_RS05605	Atu1135	Atu1135
ATU_RS05610	Atu1136	Atu1136
ATU_RS05615	Atu1137	Atu1137
ATU_RS05625	Atu1140	purN
ATU_RS05630	Atu1141	garS
ATU_RS05635	Atu1142	Atu1142
ATU_RS05640	Atu1143	Atu1143
ATU_RS05645	Atu1144	ppk
ATU_RS05650	Atu1145	ppx
ATU_RS05655	Atu1146	Atu1146
ATU_RS05660	Atu8089	Atu8089
ATU_RS05665	Atu1147	Atu1147
ATU_RS05670	Atu1148	Atu1148
ATU_RS05675	Atu1149	cya
ATU_RS05680	Atu1150	Atu1150
ATU_RS05685	Atu1151	rnd
ATU_RS05690	Atu1152	Atu1152
ATU_RS05695	Atu1153	Atu1153
ATU_RS05700	Atu1154	Atu1154
ATU_RS05705	Atu1155	Atu1155
ATU_RS05710	Atu1156	Atu1156
ATU_RS05715	Atu1157	Atu1157
ATU_RS05720	Atu1158	parC
ATU_RS05725	Atu1159	Atu1159
ATU_RS05730	Atu1160	Atu1160
ATU_RS05735	Atu1161	hemB
ATU_RS05740	Atu1162	Atu1162
ATU_RS05745	Atu1163	mucS
ATU_RS05750	Atu1164	Atu1164
ATU_RS05755	Atu1165	glyA
ATU_RS05760	Atu1166	Atu1166
ATU_RS05765	Atu8148	ribD*
ATU_RS05770	Atu1169	ribc
ATU_RS05775	Atu1170	Atu1170
ATU_RS05780	Atu1171	ribH
ATU_RS05785	Atu1172	nusB
ATU_RS05790	Atu1173	Atu1173
ATU_RS05795	Atu1174	rrpP
ATU_RS05800	Atu1175	Atu1175
ATU_RS05805	Atu1176	Atu1176
ATU_RS05810	Atu1177	Atu1177
ATU_RS05815	Atu1178	plsX
ATU_RS05820	Atu1179	fabH
ATU_RS05825	Atu1180	ihfA
ATU_RS05830	Atu1181	Atu1181
ATU_RS05835	Atu1182	Atu1182
ATU_RS05840	Atu1183	Atu1183
ATU_RS05850	Atu1187	Atu1187
ATU_RS05855	Atu1188	Atu1188
ATU_RS05860	Atu1189	Atu1189
ATU_RS05875	Atu1190	Atu1190
ATU_RS05885	Atu1191	Atu1191
ATU_RS05890	Atu1192	Atu1192
ATU_RS05895	Atu1193	Atu1193
ATU_RS05900	Atu1194	int
ATU_RS05905	Atu1195	Atu1195
ATU_RS05910	Atu1196	Atu1196
ATU_RS05915	Atu1197	cueR
ATU_RS05920	Atu1198	nikB
ATU_RS05925	Atu1199	dppC
ATU_RS05930	Atu1200	dppD
ATU_RS05935	Atu1201	Atu1201
ATU_RS05940	Atu1202	Atu1202
ATU_RS05945	Atu1203	Atu1203
ATU_RS05950	Atu1204	trkH
ATU_RS05955	Atu1205	ilvA
ATU_RS05960	Atu1206	Atu1206
ATU_RS05965	Atu1207	Atu1207
ATU_RS05970	Atu1208	acpD
ATU_RS05975	Atu1209	Atu1209
ATU_RS05980	Atu1210	cpdB
ATU_RS05985	Atu8149	Atu8149
ATU_RS05990	Atu1212	Atu1212
ATU_RS05995	Atu1213	Atu1213
ATU_RS06000	Atu1214	Atu1214
ATU_RS06005	Atu1215	Atu1215
ATU_RS06010	Atu1216	alaS
ATU_RS06015	Atu1217	cysK
ATU_RS06020	Atu1218	Atu1218
ATU_RS06025	Atu1219	Atu1219
ATU_RS06030	Atu1220	Atu1220
ATU_RS06035	Atu1221	Atu1221
ATU_RS06050	Atu1224	Atu1224
ATU_RS06055	Atu1225	Atu1225
ATU_RS06060	Atu1226	exoD
ATU_RS06065	Atu1227	Atu1227
ATU_RS06070	Atu8150	Atu8150
ATU_RS06085	Atu1231	Atu1231
ATU_RS06090	Atu1232	Atu1232
ATU_RS06095	Atu1233	Atu1233
ATU_RS06100	Atu1235	Atu1235
ATU_RS06105	Atu1236	Atu1236
ATU_RS06110	Atu1237	Atu1237
ATU_RS06115	Atu1238	gumB
ATU_RS06120	Atu1239	exoP
ATU_RS06125	Atu1240	Atu1240
ATU_RS06130	Atu1241	Atu1241
ATU_RS06135	Atu1242	cox15
ATU_RS06140	Atu1243	strB
ATU_RS06145	Atu1244	argC
ATU_RS06150	Atu1245	speB
ATU_RS06155	Atu1246	rpsI
ATU_RS06160	Atu1247	rplM
ATU_RS06165	Atu1248	Atu1248
ATU_RS06170	Atu1250	Atu1250
ATU_RS06175	Atu1251	cysD
ATU_RS06180	Atu1252	Atu1252
ATU_RS06185	Atu1253	Atu1253
ATU_RS06190	Atu1254	Atu1254
ATU_RS06195	Atu1255	Atu1255
ATU_RS06200	Atu1256	Atu1256
ATU_RS06205	Atu1257	Atu1257
ATU_RS06210	Atu1258	clpP
ATU_RS06215	Atu1259	clpX
ATU_RS06220	Atu1261	lon
ATU_RS06225	Atu1262	hupA
ATU_RS06230	Atu1263	Atu1263
ATU_RS06235	Atu1265	Atu1265
ATU_RS06240	Atu1266	Atu1266
ATU_RS06245	Atu1267	Atu1267
ATU_RS06250	Atu1268	nuoA
ATU_RS06255	Atu1269	nuoB
ATU_RS06260	Atu1270	nuoC
ATU_RS06265	Atu1271	Atu1271
ATU_RS06270	Atu1272	nouD
ATU_RS06275	Atu1273	Atu1273
ATU_RS06280	Atu1274	nuoE
ATU_RS06285	Atu1275	nuoF
ATU_RS06290	Atu1276	nuoG
ATU_RS06295	Atu1277	nuoH
ATU_RS06300	Atu1278	nuoI
ATU_RS06305	Atu1279	nuoJ
ATU_RS06310	Atu1280	nuoK
ATU_RS06315	Atu1281	nuoL
ATU_RS06320	Atu1282	nuoM
ATU_RS06325	Atu1283	nuoN
ATU_RS06330	Atu1284	birA
ATU_RS06335	Atu1285	Atu1285
ATU_RS06340	Atu1286	Atu1286
ATU_RS06345	Atu1288	proS
ATU_RS06350	Atu1289	Atu1289
ATU_RS06355	Atu1290	lolD
ATU_RS06360	Atu1292	dnaE
ATU_RS06365	Atu1293	Atu1293
ATU_RS06370	Atu1294	dinP
ATU_RS06375	Atu8152	Atu8152
ATU_RS06380	Atu1296	divK
ATU_RS06385	Atu1297	pleD
ATU_RS06390	Atu1299	rpmG
ATU_RS06395	Atu1300	Atu1300
ATU_RS06400	Atu1301	Atu1301
ATU_RS06405	Atu1302	Atu1302
ATU_RS06410	Atu1303	rnr
ATU_RS06415	Atu1304	topA
ATU_RS06425	Atu1305	Atu1305
ATU_RS06430	Atu1306	Atu1306
ATU_RS06435	Atu1307	pyrC
ATU_RS06440	Atu1308	pyrB
ATU_RS06445	Atu8153	Atu8153
ATU_RS06450	Atu1310	acd
ATU_RS06455	Atu1311	Atu1311
ATU_RS06460	Atu1312	Atu1312
ATU_RS06465	Atu8154	Atu8154
ATU_RS06470	Atu1314	Atu1314
ATU_RS06480	Atu8155	Atu8155
ATU_RS06485	Atu1316	Atu1316
ATU_RS06500	Atu1318	gatC
ATU_RS06505	Atu1319	gatA
ATU_RS06510	Atu1320	Atu1320
ATU_RS06515	Atu1321	Atu1321
ATU_RS06520	Atu1322	Atu1322
ATU_RS06525	Atu1323	Atu1323
ATU_RS06530	Atu1324	gatB
ATU_RS06535	Atu1325	Atu1325
ATU_RS06540	Atu1326	Atu1326
ATU_RS06545	Atu1327	Atu1327
ATU_RS06550	Atu1328	Atu1328
ATU_RS06555	Atu1329	aat
ATU_RS06560	Atu1330	accC
ATU_RS06565	Atu1331	accB
ATU_RS06570	Atu1332	aroQ
ATU_RS06575	Atu1333	Atu1333
ATU_RS06580	Atu1334	aspB
ATU_RS06585	Atu1335	Atu1335
ATU_RS06590	Atu1336	Atu1336
ATU_RS06595	Atu1337	Atu1337
ATU_RS06600	Atu1338	fabG
ATU_RS06605	Atu1339	rne
ATU_RS06610	Atu1340	amiA
ATU_RS06615	Atu1341	mrcA
ATU_RS06620	Atu1342	prfB
ATU_RS06625	Atu1343	Atu1343
ATU_RS06630	Atu1344	Atu1344
ATU_RS06635	Atu1345	Atu1345
ATU_RS06640	Atu1346	Atu1346
ATU_RS06645	Atu1347	Atu1347
ATU_RS06650	Atu1348	Atu1348
ATU_RS06655	Atu1349	Atu1349
ATU_RS06660	Atu1350	fdx
ATU_RS06665	Atu1351	Atu1351
ATU_RS06670	Atu1352	folP
ATU_RS06675	Atu1353	folB
ATU_RS06680	Atu1354	folK
ATU_RS06685	Atu1355	Atu1355
ATU_RS06690	Atu1356	Atu1356
ATU_RS06695	Atu1357	Atu1357
ATU_RS06700	Atu1358	Atu1358
ATU_RS06705	Atu1359	dksA
ATU_RS06710	Atu1360	Atu1360
ATU_RS06715	Atu1361	Atu1361
ATU_RS06720	Atu1362	Atu1362
ATU_RS06725	Atu1363	clpS
ATU_RS06730	Atu1364	clpA
ATU_RS06735	Atu8156	Atu8156
ATU_RS06740	Atu1366	Atu1366
ATU_RS06745	Atu1367	Atu1367
ATU_RS06750	Atu1368	Atu1368
ATU_RS06755	Atu1369	Atu1369
ATU_RS06760	Atu1370	Atu1370
ATU_RS06765	Atu1371	Atu1371
ATU_RS06770	Atu1372	Atu1372
ATU_RS06775	Atu1373	Atu1373
ATU_RS06780	Atu1374	rpsB
ATU_RS06785	Atu1375	tsf
ATU_RS06790	Atu1376	pyrH
ATU_RS06795	Atu1377	rrf
ATU_RS06800	Atu1378	uppS
ATU_RS06805	Atu1379	cdsA
ATU_RS06810	Atu1380	Atu1380
ATU_RS06815	Atu1381	omp1
ATU_RS06820	Atu1382	lpxD
ATU_RS06825	Atu1383	fabZ
ATU_RS06830	Atu1384	lpxA
ATU_RS06835	Atu1385	Atu1385
ATU_RS06840	Atu1386	lpxB
ATU_RS06845	Atu1387	Atu1387
ATU_RS06850	Atu1388	Atu1388
ATU_RS06855	Atu1389	Atu1389
ATU_RS06860	Atu1390	Atu1390
ATU_RS06865	Atu1391	Atu1391
ATU_RS06870	Atu1392	cisY
ATU_RS06875	Atu1393	Atu1393
ATU_RS06880	Atu1394	Atu1394
ATU_RS06885	Atu1395	lexA
ATU_RS06890	Atu1396	Atu1396
ATU_RS06895	Atu1397	Atu1397
ATU_RS06900	Atu1398	Atu1398
ATU_RS06905	Atu1399	Atu1399
ATU_RS06910	Atu1400	serA
ATU_RS06915	Atu1401	Atu1401
ATU_RS06920	Atu1402	Atu1402
ATU_RS06925	Atu1403	Atu1403
ATU_RS06930	Atu1404	Atu1404
ATU_RS06935	Atu1405	Atu1405
ATU_RS06940	Atu1406	Atu1406
ATU_RS06945	Atu1407	Atu1407
ATU_RS06950	Atu1408	gutB
ATU_RS06955	Atu1409	allA
ATU_RS06960	Atu1410	Atu1410
ATU_RS06965	Atu1411	Atu1411
ATU_RS06970	Atu1412	Atu1412
ATU_RS06975	Atu1413	Atu1413
ATU_RS06980	Atu1414	acd
ATU_RS06985	Atu1415	Atu1415
ATU_RS06990	Atu1416	Atu1416
ATU_RS06995	Atu1417	fad
ATU_RS07000	Atu1418	metF
ATU_RS07005	Atu1419	Atu1419
ATU_RS07010	Atu1420	gcvT
ATU_RS07015	Atu1421	Atu1421
ATU_RS07020	Atu1422	Atu1422
ATU_RS07025	Atu1423	Atu1423
ATU_RS07030	Atu1424	kdsA
ATU_RS07035	Atu1426	eno
ATU_RS07040	Atu1428	Atu1428
ATU_RS07045	Atu1429	pdhA
ATU_RS07050	Atu1430	pdhB
ATU_RS07055	Atu1431	Atu1431
ATU_RS07060	Atu1432	aceF
ATU_RS07065	Atu1433	Atu1433
ATU_RS07070	Atu1434	lpdA
ATU_RS07075	Atu1435	Atu1435
ATU_RS07080	Atu1436	lipA
ATU_RS07085	Atu1437	Atu1437
ATU_RS07090	Atu1438	Atu1438
ATU_RS07095	Atu1440	Atu1440
ATU_RS07100	Atu1441	Atu1441
ATU_RS07105	Atu1442	cinA
ATU_RS07110	Atu1443	ispF
ATU_RS07115	Atu1444	nifR
ATU_RS07120	Atu1445	ntrB
ATU_RS07125	Atu1446	ntrC
ATU_RS07130	Atu1447	ntrY
ATU_RS07135	Atu1448	ntrX
ATU_RS07140	Atu1449	trkA
ATU_RS07145	Atu1450	hfq
ATU_RS07150	Atu1451	hflx
ATU_RS07155	Atu1452	mazG
ATU_RS07160	Atu1453	Atu1453
ATU_RS07165	Atu1454	cysG
ATU_RS07170	Atu1455	Atu1455
ATU_RS07175	Atu1456	cysI
