GeneID	old	Name
ATU_RS10760	Atu2205	petP
ATU_RS10765	Atu2206	petR
ATU_RS10770	Atu2207	envZ
ATU_RS10775	Atu2208	csaA
ATU_RS10780	Atu2209	proC
ATU_RS10785	Atu8172	Atu8172
ATU_RS10790	Atu8173	Atu8173
ATU_RS10795	Atu2213	lgt
ATU_RS10800	Atu2214	Atu2214
ATU_RS10805	Atu2215	Atu2215
ATU_RS10810	Atu2216	Atu2216
ATU_RS10815	Atu2217	Atu2217
ATU_RS10820	Atu2218	prsA
ATU_RS10825	Atu8174	Atu8174
ATU_RS10830	Atu2220	Atu2220
ATU_RS10835	Atu2221	Atu2221
ATU_RS10840	Atu2222	Atu2222
ATU_RS10845	Atu2223	mcpA
ATU_RS10850	Atu2224	aldA
ATU_RS10855	Atu2225	acoR
ATU_RS10860	Atu2226	Atu2226
ATU_RS10865	Atu2227	rplY
ATU_RS10870	Atu2228	Atu2228
ATU_RS10875	Atu2229	Atu2229
ATU_RS10880	Atu2230	pth
ATU_RS10885	Atu2231	Atu2231
ATU_RS10890	Atu2232	clpS
ATU_RS10895	Atu2233	Atu2233
ATU_RS10900	Atu2234	Atu2234
ATU_RS10905	Atu2235	Atu2235
ATU_RS10910	Atu2236	apt
ATU_RS10915	Atu2237	fbcC
ATU_RS10920	Atu2238	fbcB
ATU_RS10925	Atu2239	fbcF
ATU_RS10930	Atu2240	Atu2240
ATU_RS10935	Atu2241	Atu2241
ATU_RS10940	Atu2242	Atu2242
ATU_RS10945	Atu2243	Atu2243
ATU_RS10950	Atu2244	Atu2244
ATU_RS10955	Atu2245	Atu2245
ATU_RS10960	Atu2246	Atu2246
ATU_RS10965	Atu2247	hemF
ATU_RS10970	Atu2248	Atu2248
ATU_RS10975	Atu2249	Atu2249
ATU_RS10980	Atu2250	papS
ATU_RS10985	Atu2251	Atu2251
ATU_RS10990	Atu2252	Atu2252
ATU_RS10995	Atu2253	moxR
ATU_RS11000	Atu2254	Atu2254
ATU_RS11005	Atu8175	Atu8175
ATU_RS11010	Atu2257	Atu2257
ATU_RS11015	Atu2258	Atu2258
ATU_RS11020	Atu2259	Atu2259
ATU_RS11025	Atu2260	Atu2260
ATU_RS11030	Atu2261	Atu2261
ATU_RS11035	Atu2262	Atu2262
ATU_RS11040	Atu2263	Atu2263
ATU_RS11045	Atu2264	leuA
ATU_RS11050	Atu2265	Atu2265
ATU_RS11055	Atu2266	Atu2266
ATU_RS11060	Atu2267	Atu2267
ATU_RS11065	Atu2268	sigD
ATU_RS11070	Atu8176	Atu8176
ATU_RS11075	Atu2270	clpP
ATU_RS11080	Atu2271	ureJ
ATU_RS11085	Atu2272	Atu2272
ATU_RS11090	Atu2273	Atu2273
ATU_RS11095	Atu2274	Atu2274
ATU_RS11100	Atu2275	Atu2275
ATU_RS11105	Atu2276	braC
ATU_RS11110	Atu2277	cyaC
ATU_RS11115	Atu2278	nolR
ATU_RS11120	Atu2279	Atu2279
ATU_RS11125	Atu2280	Atu2280
ATU_RS11130	Atu2281	Atu2281
ATU_RS11135	Atu2282	tdk
ATU_RS11140	Atu2283	Atu2283
ATU_RS11145	Atu2284	Atu2284
ATU_RS11150	Atu2285	atxR
ATU_RS11155	Atu2286	Atu2286
ATU_RS11160	Atu2287	Atu2287
ATU_RS11165	Atu2288	Atu2288
ATU_RS11170	Atu2289	trpE(G)
ATU_RS11175	Atu2290	Atu2290
ATU_RS11180	Atu2291	Atu2291
ATU_RS11185	Atu2292	adeC
ATU_RS11190	Atu2293	Atu2293
ATU_RS11195	Atu2294	Atu2294
ATU_RS11200	Atu2295	aglA
ATU_RS11205	Atu2296	kdgK
ATU_RS11210	Atu2297	Atu2297
ATU_RS11215	Atu2298	Atu2298
ATU_RS11220	Atu2299	Atu2299
ATU_RS11225	Atu2300	engA
ATU_RS11230	Atu2301	Atu2301
ATU_RS11235	Atu2302	Atu2302
ATU_RS11240	Atu2303	Atu2303
ATU_RS11245	Atu2304	sbmA
ATU_RS11250	Atu2305	Atu2305
ATU_RS11255	Atu2306	map
ATU_RS11260	Atu2307	Atu2307
ATU_RS11265	Atu2308	bdhA
ATU_RS11270	Atu2309	xdhA
ATU_RS11275	Atu2310	xdhB
ATU_RS11280	Atu2311	xdhC
ATU_RS11285	Atu2312	Atu2312
ATU_RS11290	Atu2313	Atu2313
ATU_RS11295	Atu2314	Atu2314
ATU_RS11300	Atu2315	gda
ATU_RS11305	Atu2316	Atu2316
ATU_RS11310	Atu2317	Atu2317
ATU_RS11315	Atu2318	lldA
ATU_RS11320	Atu2319	Atu2319
ATU_RS11325	Atu2320	Atu2320
ATU_RS11330	Atu2321	Atu2321
ATU_RS11335	Atu2322	Atu2322
ATU_RS11340	Atu2323	Atu2323
ATU_RS11345	Atu2324	allA
ATU_RS11350	Atu2325	Atu2325
ATU_RS11355	Atu2326	Atu2326
ATU_RS11360	Atu2327	Atu2327
ATU_RS11365	Atu2328	Atu2328
ATU_RS11370	Atu2329	Atu2329
ATU_RS11375	Atu2330	Atu2330
ATU_RS11380	Atu2331	Atu2331
ATU_RS11385	Atu2332	Atu2332
ATU_RS11390	Atu2333	Atu2333
ATU_RS11395	Atu2334	Atu2334
ATU_RS11400	Atu2335	Atu2335
ATU_RS11405	Atu2336	Atu2336
ATU_RS11410	Atu2337	Atu2337
ATU_RS11415	Atu2338	Atu2338
ATU_RS11420	Atu2339	Atu2339
ATU_RS11425	Atu2340	Atu2340
ATU_RS11430	Atu2341	Atu2341
ATU_RS11435	Atu2342	Atu2342
ATU_RS11440	Atu2343	Atu2343
ATU_RS11445	Atu2344	Atu2344
ATU_RS11450	Atu2345	gguC
ATU_RS11455	Atu2346	gguB
ATU_RS11460	Atu2347	gguA
ATU_RS11465	Atu2348	chvE
ATU_RS11470	Atu2350	gbpR
ATU_RS11475	Atu2351	Atu2351
ATU_RS11480	Atu2352	Atu2352
ATU_RS11485	Atu2354	Atu2354
ATU_RS11490	Atu2355	Atu2355
ATU_RS11495	Atu2356	exoQ
ATU_RS11500	Atu2358	Atu2358
ATU_RS11505	Atu2359	Atu2359
ATU_RS11510	Atu2360	mcpA
ATU_RS11515	Atu2361	Atu2361
ATU_RS11520	Atu2362	Atu2362
ATU_RS11525	Atu2363	Atu2363
ATU_RS11530	Atu2364	Atu2364
ATU_RS11535	Atu2365	Atu2365
ATU_RS11540	Atu2366	nocP1
ATU_RS11545	Atu2369	Atu2369
ATU_RS11550	Atu2370	Atu2370
ATU_RS11555	Atu2371	xynA
ATU_RS11560	Atu2372	exoU
ATU_RS11565	Atu2373	exoM
ATU_RS11570	Atu2374	Atu2374
ATU_RS11575	Atu2375	Atu2375
ATU_RS11585	Atu2377	Atu2377
ATU_RS11590	Atu2379	noeK
ATU_RS11595	Atu2380	Atu2380
ATU_RS11600	Atu2381	Atu2381
ATU_RS11605	Atu2382	Atu2382
ATU_RS11610	Atu2383	Atu2383
ATU_RS11615	Atu2384	Atu2384
ATU_RS11620	Atu2385	amaB
ATU_RS11625	Atu2386	dht
ATU_RS11630	Atu2387	Atu2387
ATU_RS11635	Atu2388	Atu2388
ATU_RS11640	Atu2389	Atu2389
ATU_RS11645	Atu2390	Atu2390
ATU_RS11650	Atu2391	Atu2391
ATU_RS11655	Atu2392	Atu2392
ATU_RS11660	Atu2393	Atu2393
ATU_RS11665	Atu2394	sinR
ATU_RS11670	Atu2395	Atu2395
ATU_RS11675	Atu2396	ureG
ATU_RS11680	Atu2397	ureF
ATU_RS11685	Atu2398	ureE
ATU_RS11690	Atu2399	Atu2399
ATU_RS11695	Atu2400	Atu2400
ATU_RS11700	Atu2401	ureC
ATU_RS11705	Atu2402	Atu2402
ATU_RS11710	Atu2403	Atu2403
ATU_RS11715	Atu2404	Atu2404
ATU_RS11720	Atu2405	ureB
ATU_RS11725	Atu2406	Atu2406
ATU_RS11730	Atu2407	ureA
ATU_RS11735	Atu2408	ureD
ATU_RS11740	Atu2409	Atu2409
ATU_RS11745	Atu2410	Atu2410
ATU_RS11750	Atu2411	Atu2411
ATU_RS11755	Atu2412	Atu2412
ATU_RS11760	Atu2413	Atu2413
ATU_RS11765	Atu2414	Atu2414
ATU_RS11770	Atu2415	Atu2415
ATU_RS11775	Atu2416	glnA
ATU_RS11780	Atu2417	Atu2417
ATU_RS11785	Atu2418	Atu2418
ATU_RS11790	Atu2419	Atu2419
ATU_RS11795	Atu2420	Atu2420
ATU_RS11800	Atu2421	Atu2421
ATU_RS11805	Atu2422	Atu2422
ATU_RS11810	Atu8177	Atu8177
ATU_RS11815	Atu2424	Atu2424
ATU_RS11820	Atu2425	Atu2425
ATU_RS11825	Atu2426	Atu2426
ATU_RS11830	Atu2427	livH
ATU_RS11835	Atu2428	pssB
ATU_RS11840	Atu8178	Atu8178
ATU_RS11845	Atu2430	Atu2430
ATU_RS11850	Atu2431	Atu2431
ATU_RS11855	Atu2432	Atu2432
ATU_RS11865	Atu2434	ctrA
ATU_RS11870	Atu2435	Atu2435
ATU_RS11875	Atu2436	Atu2436
ATU_RS11880	Atu2437	Atu2437
ATU_RS11885	Atu2438	Atu2438
ATU_RS11890	Atu2439	Atu2439
ATU_RS11895	Atu2440	Atu2440
ATU_RS11900	Atu2441	Atu2441
ATU_RS11905	Atu2442	Atu2442
ATU_RS11910	Atu2443	rluD
ATU_RS11915	Atu2444	Atu2444
ATU_RS11920	Atu2445	rpoH
ATU_RS11925	Atu2446	Atu2446
ATU_RS11930	Atu2447	purA
ATU_RS11935	Atu2448	Atu2448
ATU_RS11940	Atu2449	Atu2449
ATU_RS11945	Atu2451	Atu2451
ATU_RS11950	Atu2452	Atu2452
ATU_RS11955	Atu2453	Atu2453
ATU_RS11960	Atu2454	Atu2454
ATU_RS11965	Atu2455	Atu2455
ATU_RS11970	Atu2456	lguL
ATU_RS11975	Atu2457	Atu2457
ATU_RS11980	Atu2458	hmuV
ATU_RS11985	Atu2459	hmuU
ATU_RS11990	Atu2460	hmuT
ATU_RS11995	Atu2461	Atu2461
ATU_RS12000	Atu2462	Atu2462
ATU_RS12005	Atu2463	Atu2463
ATU_RS12010	Atu2464	purU
ATU_RS12015	Atu2465	Atu2465
ATU_RS12020	Atu2466	Atu2466
ATU_RS12025	Atu2467	Atu2467
ATU_RS12030	Atu2469	Atu2469
ATU_RS12035	Atu2470	Atu2470
ATU_RS12040	Atu2471	Atu2471
ATU_RS12050	Atu2473	Atu2473
ATU_RS12055	Atu2474	Atu2474
ATU_RS12060	Atu2475	Atu2475
ATU_RS12065	Atu2476	Atu2476
ATU_RS12070	Atu2477	dps
ATU_RS12080	Atu2479	Atu2479
ATU_RS12085	Atu2480	Atu2480
ATU_RS12090	Atu2481	Atu2481
ATU_RS12095	Atu2482	mexE
ATU_RS12100	Atu2483	mexF
ATU_RS12105	Atu2484	Atu2484
ATU_RS12110	Atu2485	Atu2485
ATU_RS12115	Atu2486	cls
ATU_RS12120	Atu2487	pdxK
ATU_RS12125	Atu2488	cah
ATU_RS12130	Atu2489	Atu2489
ATU_RS12135	Atu2490	asd
ATU_RS12145	Atu2492	mtbA
ATU_RS12150	Atu2493	pntA
ATU_RS12155	Atu2494	pntB
ATU_RS12160	Atu2495	Atu2495
ATU_RS12165	Atu2496	Atu2496
ATU_RS12170	Atu2497	Atu2497
ATU_RS12175	Atu2498	Atu2498
ATU_RS12180	Atu2499	Atu2499
ATU_RS12185	Atu2500	rutA
ATU_RS12190	Atu2502	hemO
ATU_RS12195	Atu2503	dapA
ATU_RS12200	Atu2504	Atu2504
ATU_RS12205	Atu2505	Atu2505
ATU_RS12210	Atu2506	Atu2506
ATU_RS12215	Atu2507	Atu2507
ATU_RS12220	Atu2508	Atu2508
ATU_RS12225	Atu2509	Atu2509
ATU_RS12230	Atu2510	Atu2510
ATU_RS12235	Atu2511	dat
ATU_RS12240	Atu2512	Atu2512
ATU_RS12245	Atu2513	Atu2513
ATU_RS12250	Atu2514	dppF
ATU_RS12255	Atu2515	dppD
ATU_RS12260	Atu2516	dppC
ATU_RS12265	Atu2517	dppB
ATU_RS12270	Atu2518	dppA
ATU_RS12275	Atu2519	Atu2519
ATU_RS12280	Atu8179	Atu8179
ATU_RS12285	Atu2521	lpiA
ATU_RS12290	Atu2522	acvB
ATU_RS12295	Atu2523	telA
ATU_RS12300	Atu2524	Atu2524
ATU_RS12305	Atu2525	Atu2525
ATU_RS12310	Atu2526	Atu2526
ATU_RS12315	Atu2527	Atu2527
ATU_RS12320	Atu2528	macA
ATU_RS12325	Atu2529	Atu2529
ATU_RS12330	Atu2530	Atu2530
ATU_RS12335	Atu2531	actI
ATU_RS12340	Atu2532	Atu2532
ATU_RS12345	Atu2533	Atu2533
ATU_RS12350	Atu2534	Atu2534
ATU_RS12355	Atu2535	Atu2535
ATU_RS12360	Atu2536	Atu2536
ATU_RS12365	Atu2537	Atu2537
ATU_RS12370	Atu2538	stcD
ATU_RS12375	Atu2539	Atu2539
ATU_RS12380	Atu2540	Atu2540
ATU_RS12385	Atu2542	Atu2542
ATU_RS12395	Atu2545	Atu2545
ATU_RS12400	Atu2546	Atu2546
ATU_RS12405	Atu2547	Atu2547
ATU_RS12410	Atu2548	purC
ATU_RS12415	Atu2549	ameR
ATU_RS12420	Atu2550	Atu2550
ATU_RS12425	Atu2551	Atu2551
ATU_RS12430	Atu2552	nodT
ATU_RS12435	Atu2553	chvH
ATU_RS12440	Atu2554	poxA
ATU_RS12445	Atu2555	kamA
ATU_RS12450	Atu2557	Atu2557
ATU_RS12455	Atu2558	Atu2558
ATU_RS12460	Atu2559	Atu2559
ATU_RS12465	Atu2560	ordL
ATU_RS12470	Atu2561	modA
ATU_RS12475	Atu2562	modB
ATU_RS12480	Atu2563	modC
ATU_RS12485	Atu2564	modE
ATU_RS12490	Atu2565	Atu2565
ATU_RS12495	Atu2566	thiG
ATU_RS12500	Atu2567	thiG
ATU_RS12505	Atu2568	thiO
ATU_RS12510	Atu2569	thiC
ATU_RS12515	Atu2571	acpP
ATU_RS12520	Atu2572	acd
ATU_RS12525	Atu2573	Atu2573
ATU_RS12530	Atu2574	Atu2574
ATU_RS12535	Atu2575	Atu2575
ATU_RS12540	Atu2576	Atu2576
ATU_RS12545	Atu2577	Atu2577
ATU_RS12550	Atu2578	Atu2578
ATU_RS12555	Atu2579	Atu2579
ATU_RS12560	Atu2580	cyaA
ATU_RS12565	Atu8180	Atu8180
ATU_RS12570	Atu2582	Atu2582
ATU_RS12575	Atu2583	Atu2583
ATU_RS12580	Atu2584	Atu2584
ATU_RS12585	Atu2585	Atu2585
ATU_RS12590	Atu2586	Atu2586
ATU_RS12595	Atu2587	Atu2587
ATU_RS12600	Atu2588	Atu2588
ATU_RS12605	Atu2589	Atu2589
ATU_RS12610	Atu2590	Atu2590
ATU_RS12615	Atu2591	redB
ATU_RS12620	Atu2592	redA
ATU_RS12625	Atu2593	cutC
ATU_RS12630	Atu2594	Atu2594
ATU_RS12635	Atu2595	Atu2595
ATU_RS12640	Atu2596	Atu2596
ATU_RS12645	Atu2597	Atu2597
ATU_RS12650	Atu2598	Atu2598
ATU_RS12655	Atu8181	Atu8181
ATU_RS12660	Atu2600	malK
ATU_RS12665	Atu2601	malE
ATU_RS12670	Atu2602	malG
ATU_RS12675	Atu2603	malF
ATU_RS12680	Atu2604	Atu2604
ATU_RS12685	Atu2606	Atu2606
ATU_RS12690	Atu2607	glmS
ATU_RS12695	Atu2608	nagA
ATU_RS12700	Atu2609	Atu2609
ATU_RS12705	Atu2610	Atu2610
ATU_RS12710	Atu2611	Atu2611
ATU_RS12715	Atu2612	dxr
ATU_RS12720	Atu2613	hemA
ATU_RS12725	Atu2614	Atu2614
ATU_RS12730	Atu2615	Atu2615
ATU_RS12735	Atu2616	Atu2616
ATU_RS12740	Atu2617	cheW
ATU_RS12745	Atu2618	cheD
ATU_RS12750	Atu2619	fdhD
ATU_RS12755	Atu2621	atpC
ATU_RS12760	Atu2622	atpD
ATU_RS12765	Atu2623	atpG
ATU_RS12770	Atu2624	atpA
ATU_RS12775	Atu2625	atpH
ATU_RS12780	Atu2626	Atu2626
ATU_RS12785	Atu2627	priA
ATU_RS12790	Atu2628	xerC
ATU_RS12795	Atu2629	Atu2629
ATU_RS12800	Atu2630	Atu2630
ATU_RS12805	Atu2631	Atu2631
ATU_RS12810	Atu2632	lpdA
ATU_RS12815	Atu2633	Atu2633
ATU_RS12820	Atu2634	Atu2634
ATU_RS12825	Atu2635	sucB
ATU_RS12830	Atu2636	sucA
ATU_RS12835	Atu2637	sucD
ATU_RS12840	Atu2638	sucC
ATU_RS12845	Atu2639	Atu2639
ATU_RS12850	Atu2640	Atu2640
ATU_RS12855	Atu2641	Atu2641
ATU_RS12860	Atu2642	sdhB
ATU_RS12865	Atu2643	sdhA
ATU_RS12870	Atu2644	sdhD
ATU_RS12875	Atu2645	sdhC
ATU_RS12880	Atu2646	Atu2646
ATU_RS12885	Atu2647	Atu2647
ATU_RS12890	Atu2648	Atu2648
ATU_RS12895	Atu2649	Atu2649
ATU_RS12900	Atu2650	gpsA
ATU_RS12905	Atu2651	gcp
ATU_RS12910	Atu2652	hemC
ATU_RS12915	Atu2653	hem4
ATU_RS12920	Atu2655	Atu2655
ATU_RS12925	Atu2656	Atu2656
ATU_RS12930	Atu2657	Atu2657
ATU_RS12935	Atu2658	guaA
ATU_RS12940	Atu2659	Atu2659
ATU_RS12955	Atu2661	ppa
ATU_RS12960	Atu2662	Atu2662
ATU_RS12965	Atu2663	typA
ATU_RS12970	Atu2664	dcp
ATU_RS12975	Atu2665	Atu2665
ATU_RS12980	Atu2666	Atu2666
ATU_RS12985	Atu2667	argG
ATU_RS12990	Atu2668	Atu2668
ATU_RS12995	Atu2669	Atu2669
ATU_RS13000	Atu2670	Atu2670
ATU_RS13005	Atu2671	Atu2671
ATU_RS13010	Atu2672	Atu2672
ATU_RS13015	Atu2673	Atu2673
ATU_RS13020	Atu8182	Atu8182
ATU_RS13025	Atu2675	Atu2675
ATU_RS13030	Atu2676	Atu2676
ATU_RS13035	Atu2677	Atu2677
ATU_RS13040	Atu2678	ligT
ATU_RS13045	Atu2679	Atu2679
ATU_RS13050	Atu2680	Atu2680
ATU_RS13055	Atu2681	Atu2681
ATU_RS13060	Atu2682	Atu2682
ATU_RS13065	Atu2683	Atu2683
ATU_RS13070	Atu2684	Atu2684
ATU_RS13075	Atu2685	acnA
ATU_RS13080	Atu2686	ccmA
ATU_RS13085	Atu2687	ccmB
ATU_RS13090	Atu2688	ccmC
ATU_RS13095	Atu2689	Atu2689
ATU_RS13100	Atu2690	ccmG
ATU_RS13105	Atu2691	Atu2691
ATU_RS13110	Atu8092	Atu8092
ATU_RS13115	Atu2692	ispZ
ATU_RS13120	Atu2693	fstY
ATU_RS13125	Atu2694	Atu2694
ATU_RS13130	Atu2695	dapF
ATU_RS13135	Atu2696	Atu2696
ATU_RS13140	Atu2697	ffh
ATU_RS13145	Atu2698	tyrA
ATU_RS13150	Atu2699	rpsP
ATU_RS13155	Atu2700	rimM
ATU_RS13160	Atu2701	trmD
ATU_RS13165	Atu2702	Atu2702
ATU_RS13170	Atu2703	rplS
ATU_RS13175	Atu2705	prsD1
ATU_RS13180	Atu2706	prsE2
ATU_RS13185	Atu2707	rzcA
ATU_RS13190	Atu2708	Atu2708
ATU_RS13195	Atu2709	leuC
ATU_RS13200	Atu2710	Atu2710
ATU_RS13205	Atu2712	thiQ
ATU_RS13210	Atu2713	thiP
ATU_RS13215	Atu2714	thiB
ATU_RS13220	Atu2715	Atu2715
ATU_RS13225	Atu2716	Atu2716
ATU_RS13230	Atu2717	Atu2717
ATU_RS13235	Atu2718	metA
ATU_RS13240	Atu2719	Atu2719
ATU_RS13245	Atu2720	mtgA
ATU_RS13250	Atu2721	ispA
ATU_RS13255	Atu2722	ompA
ATU_RS13260	Atu2723	gcpE
ATU_RS13265	Atu2724	Atu2724
ATU_RS13270	Atu2725	Atu2725
ATU_RS13275	Atu2726	pycA
ATU_RS13280	Atu2727	Atu2727
ATU_RS13285	Atu2728	chvA
ATU_RS13290	Atu2729	Atu2729
ATU_RS13295	Atu2730	chvB
ATU_RS13300	Atu2732	hipO
ATU_RS13305	Atu2734	Atu2734
ATU_RS13310	Atu2735	ilvA
ATU_RS13315	Atu2736	ilvD
ATU_RS13320	Atu2737	Atu2737
ATU_RS13325	Atu2738	Atu2738
ATU_RS13330	Atu2739	Atu2739
ATU_RS13335	Atu2740	Atu2740
ATU_RS13340	Atu2741	Atu2741
ATU_RS13345	Atu2742	Atu2742
ATU_RS13350	Atu2743	Atu2743
ATU_RS13355	Atu2744	Atu2744
ATU_RS13360	Atu2745	acs
ATU_RS13365	Atu2746	Atu2746
ATU_RS13370	Atu2747	Atu2747
ATU_RS13375	Atu2748	leuS
ATU_RS13380	Atu2749	Atu2749
ATU_RS13385	Atu2750	Atu2750
ATU_RS13390	Atu2751	fdxA
ATU_RS13395	Atu2752	Atu2752
ATU_RS13400	Atu2753	mgpS
ATU_RS13405	Atu2755	Atu2755
ATU_RS13410	Atu2756	tesB
ATU_RS13415	Atu2757	glnK
ATU_RS13420	Atu2758	amtB
ATU_RS13425	Atu2759	ftsK1
ATU_RS13430	Atu2760	Atu2760
ATU_RS13435	Atu2761	Atu2761
ATU_RS13440	Atu2762	Atu2762
ATU_RS13445	Atu2763	mtrA
ATU_RS13450	Atu2764	Atu2764
ATU_RS13455	Atu2765	Atu2765
ATU_RS13460	Atu2766	gdh
ATU_RS13465	Atu2767	Atu2767
ATU_RS13470	Atu2768	Atu2768
ATU_RS13475	Atu2769	phbA
ATU_RS13480	Atu2770	phbB
ATU_RS13490	Atu2771	bfr
ATU_RS13495	Atu2772	ialA
ATU_RS13500	Atu2773	Atu2773
ATU_RS13505	Atu2774	Atu2774
ATU_RS13510	Atu2775	Atu2775
ATU_RS13515	Atu2776	Atu2776
ATU_RS13520	Atu2777	Atu2777
ATU_RS13525	Atu2778	nadD
ATU_RS13530	Atu2779	proA
ATU_RS13535	Atu2780	proB
ATU_RS13540	Atu2781	cgtA
ATU_RS13545	Atu2782	Atu2782
ATU_RS13550	Atu2783	Atu2783
ATU_RS13555	Atu2784	rpmA
ATU_RS13560	Atu2785	rplU
ATU_RS13565	Atu2786	Atu2786
ATU_RS13570	Atu2787	Atu2787
ATU_RS13575	Atu2788	citE
ATU_RS13580	Atu2789	Atu2789
ATU_RS13585	Atu2790	leuD
ATU_RS13590	Atu2791	leuB
ATU_RS13595	Atu2792	Atu2792
ATU_RS13600	Atu2793	cobB
ATU_RS13605	Atu2794	cobA
ATU_RS13610	Atu2795	cbiD
ATU_RS13615	Atu2796	cobM
ATU_RS13620	Atu2797	chiG
ATU_RS13625	Atu2798	cobL
ATU_RS13630	Atu2799	cobK
ATU_RS13635	Atu2800	cobJ
ATU_RS13640	Atu2801	cobI
ATU_RS13645	Atu2802	cbiC
ATU_RS13650	Atu2803	cobG
ATU_RS13655	Atu2804	cobN
ATU_RS13660	Atu2805	cobW
ATU_RS13665	Atu2806	Atu2806
ATU_RS13670	Atu2807	cobO
ATU_RS13675	Atu2808	cbiP
ATU_RS13680	Atu2809	cobD
ATU_RS13685	Atu2810	cobC
ATU_RS13690	Atu2811	Atu2811
ATU_RS13695	Atu2812	Atu2812
ATU_RS13700	Atu2813	uxaB
ATU_RS13705	Atu2814	Atu2814
ATU_RS13710	Atu2815	Atu2815
ATU_RS13715	Atu2816	Atu2816
ATU_RS13720	Atu2817	rbsB
ATU_RS13725	Atu2818	rbsC
ATU_RS13730	Atu2819	rbsA
ATU_RS13735	Atu2821	Atu2821
ATU_RS13740	Atu2822	garD
ATU_RS13745	Atu2823	purH
ATU_RS13750	Atu2824	Atu2824
ATU_RS13755	Atu2825	sun
ATU_RS13760	Atu2826	htpx
ATU_RS13765	Atu2827	Atu2827
ATU_RS13770	Atu2828	parB1
ATU_RS13775	Atu2829	parA
ATU_RS13780	Atu2830	gidB
ATU_RS13785	Atu2831	gidA
ATU_RS13790	Atu2832	thdF
ATU_RS13795	Atu2833	rho
ATU_RS13800	Atu2834	Atu2834
ATU_RS13805	Atu2835	hemE
ATU_RS13810	Atu3001	Atu3001
ATU_RS13815	Atu3002	tnp
ATU_RS13820	Atu3005	Atu3005
ATU_RS13825	Atu3006	Atu3006
ATU_RS13830	Atu3007	Atu3007
ATU_RS13835	Atu3009	exoZ
ATU_RS13840	Atu3010	Atu3010
ATU_RS13845	Atu3011	Atu3011
ATU_RS13850	Atu3012	Atu3012
ATU_RS13855	Atu3013	Atu3013
ATU_RS13860	Atu3014	Atu3014
ATU_RS13865	Atu3015	Atu3015
ATU_RS13875	Atu3018	Atu3018
ATU_RS13880	Atu3019	Atu3019
ATU_RS13885	Atu3020	Atu3020
ATU_RS13890	Atu3021	Atu3021
ATU_RS13895	Atu3022	Atu3022
ATU_RS13900	Atu3023	Atu3023
ATU_RS13905	Atu3024	Atu3024
ATU_RS13910	Atu3025	Atu3025
ATU_RS13915	Atu3026	Atu3026
ATU_RS13920	Atu8093	Atu8093
ATU_RS13925	Atu3027	Atu3027
ATU_RS13930	Atu3028	Atu3028
ATU_RS13935	Atu3029	gudD
ATU_RS13945	Atu3031	Atu3031
ATU_RS13950	Atu3032	Atu3032
ATU_RS13955	Atu3033	Atu3033
ATU_RS13960	Atu3034	Atu3034
ATU_RS13965	Atu3035	Atu3035
ATU_RS13970	Atu3036	Atu3036
ATU_RS13975	Atu3037	Atu3037
ATU_RS13980	Atu3038	Atu3038
ATU_RS13985	Atu3039	Atu3039
ATU_RS13990	Atu3040	Atu3040
ATU_RS13995	Atu3041	Atu3041
ATU_RS14000	Atu3042	Atu3042
ATU_RS14005	Atu3043	Atu3043
ATU_RS14010	Atu3044	asg
ATU_RS14015	Atu3045	Atu3045
ATU_RS14020	Atu3046	Atu3046
ATU_RS14025	Atu3047	Atu3047
ATU_RS14030	Atu3048	Atu3048
ATU_RS14035	Atu3049	Atu3049
ATU_RS14040	Atu3050	Atu3050
ATU_RS14045	Atu3051	Atu3051
ATU_RS14050	Atu3052	Atu3052
ATU_RS14055	Atu3053	Atu3053
ATU_RS14060	Atu3054	Atu3054
ATU_RS14065	Atu3055	Atu3055
ATU_RS14070	Atu3056	crdS
ATU_RS14075	Atu3057	Atu3057
ATU_RS14080	Atu3059	Atu3059
ATU_RS14085	Atu3060	Atu3060
ATU_RS14090	Atu3061	Atu3061
ATU_RS14095	Atu3062	Atu3062
ATU_RS14100	Atu3063	Atu3063
ATU_RS14105	Atu3064	Atu3064
ATU_RS14110	Atu3065	Atu3065
ATU_RS14115	Atu3066	Atu3066
ATU_RS14120	Atu3067	Atu3067
ATU_RS14125	Atu3068	Atu3068
ATU_RS14130	Atu3069	Atu3069
ATU_RS14135	Atu3070	amaB
ATU_RS14140	Atu3071	Atu3071
ATU_RS14145	Atu3072	Atu3072
ATU_RS14150	Atu3073	Atu3073
ATU_RS14155	Atu3074	Atu3074
ATU_RS14160	Atu3075	Atu3075
ATU_RS14165	Atu3076	uraA
ATU_RS14170	Atu3077	ampC
ATU_RS14175	Atu3078	ampR
ATU_RS14180	Atu3079	chrA
ATU_RS14185	Atu3080	Atu3080
ATU_RS14190	Atu3081	Atu3081
ATU_RS14195	Atu8183	Atu8183
ATU_RS14200	Atu3083	Atu3083
ATU_RS14205	Atu3084	sigW
ATU_RS14210	Atu3085	Atu3085
ATU_RS14215	Atu3086	Atu3086
ATU_RS14220	Atu3087	Atu3087
ATU_RS14225	Atu3088	Atu3088
ATU_RS14230	Atu3089	Atu3089
ATU_RS14235	Atu3090	Atu3090
ATU_RS14240	Atu3091	Atu3091
ATU_RS14245	Atu3092	Atu3092
ATU_RS14250	Atu3093	Atu3093
ATU_RS14255	Atu3094	mcpA
ATU_RS14260	Atu3095	Atu3095
