gene_id,CD0_1_fpkm,CD0_2_fpkm,CD0_3_fpkm,CD3_1_fpkm,CD3_2_fpkm,CD3_3_fpkm,CD4_1_fpkm,CD4_2_fpkm,CD4_3_fpkm,ND0_1_fpkm,ND0_2_fpkm,ND0_3_fpkm,ND3_1_fpkm,ND3_2_fpkm,ND4_1_fpkm,ND4_2_fpkm,ND4_3_fpkm
Atu0142,175.5854212,118.5624998,130.4030946,63.49790692,67.38768628,70.0799942,545.7857879,108.4106082,132.1783649,79.46861862,267.0456733,192.7457844,294.911825,286.1896538,218.8650168,197.3408744,194.9347844
Atu0634,57.85644857,46.55384201,42.08575643,37.86995903,49.17341659,39.33693733,72.96387477,36.04339076,48.47319859,52.20873195,75.82219862,53.03446822,110.830899,99.68389712,105.3640081,93.85295327,77.58739671
Atu0140,50.99431964,32.2144954,30.40557627,19.87293515,21.47377946,30.30732217,94.3354445,39.86094867,16.84799828,23.40998131,93.44963294,58.54596792,64.12483879,72.05671345,26.10798054,58.58080388,38.38422
Atu0637,493.7008327,262.5029632,297.6633049,114.2884125,186.6937673,159.6650114,78.28757578,180.8760545,281.0689368,229.1892936,260.8933757,189.0497787,122.8865169,197.0263934,354.0525491,276.8300649,245.8943136
Atu0146,4.014242111,6.299189671,3.69585893,7.679710534,4.346750515,5.085465923,14.58202125,3.76539583,1.989396407,6.778371301,7.356298789,6.289133041,0.841311444,10.92319009,2.449581573,18.63400458,2.854357672
Atu0631,11.68619825,12.75694018,10.49290475,19.87293515,16.87225529,10.52780665,9.43354445,8.769408708,15.44399842,10.7482349,11.67543562,9.067227523,6.430753064,5.62393861,7.451358771,6.575396354,7.896600985
Atu0144,46.00782555,39.30516704,42.93760432,341.8681953,129.9619664,216.2468393,324.5649212,82.55884775,71.37631703,19.54774702,20.20220793,25.07154388,21.67120332,27.97719461,117.5812666,35.45382629,71.58336304
Atu0633,130.5750553,108.1631802,106.8751401,43.59120248,106.3363602,70.47068407,146.8871897,65.02195725,96.38059503,126.8051412,126.2465803,101.7071875,106.6008421,102.5654373,119.610463,97.84688721,115.0097286
Atu0148,1.859612787,1.894665599,1.878440863,3.794831839,6.443675386,0,1.801380347,5.58186819,0,1.068972273,0.484669602,1.997804286,14.58229809,5.201789952,2.81610188,3.13900831,2.923467291
Atu0149,68.23465448,49.65774649,36.59351773,29.47695586,9.533765069,30.98332192,26.65239324,6.194006151,41.45192141,72.75369656,66.33126913,51.56332037,38.75036727,58.96380804,43.09115237,52.7905737,43.70958257
Atu0638,93.36972757,47.23338877,63.26010845,40.6630827,59.18268008,41.03145155,33.0899713,25.63365622,63.20159354,58.25405516,57.12763316,56.40638187,37.59517176,28.76860905,63.07384139,48.05097335,47.57795068
Atu0639,33.31756415,31.52089971,25.44149836,21.85383866,24.73874087,22.51122643,20.7477312,21.4300663,18.87048039,31.46421925,36.12970327,30.25399438,37.32318097,47.02815225,43.24663209,41.10856048,37.01904156
Atu0384,41.94046706,41.47422996,36.34261281,15.10343072,20.3029472,45.00637342,56.16103462,22.21583539,28.3654771,53.39409606,47.50125601,56.54230086,54.91930104,91.82837262,40.06398978,87.1057367,42.30590548
Atu0385,6.938680212,11.36164985,9.734628431,5.899777624,0,10.418142,19.60408456,0,0,7.312438455,9.795627033,7.592349969,31.91826411,25.30497768,16.36048662,25.05157517,25.35675125
Atu0386,2.439975459,4.143279716,2.738532833,0,0,0,0,0,0,0.467528533,0,2.912549838,3.356711764,1.100839632,1.296481837,0.457628318,0.336477728
Atu0141,87.64065545,71.19866447,61.74202655,23.74042253,34.55276233,38.92766829,242.024079,36.58296248,39.53478638,51.9075653,185.2460909,113.476081,128.2089275,166.7107364,72.58939701,114.7708528,76.41117041
Atu0380,39.38975072,43.63786467,24.49826491,8.95966229,23.90712783,18.08165662,38.88539,20.70967706,37.79853173,54.37119108,38.08928039,49.11513422,72.35278421,69.16133827,50.89130697,61.4075151,66.53248246
Atu0381,0,4.584054154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886046317,0
Atu0382,142.1511629,132.0917033,140.9203354,167.8158969,127.2114486,203.7325546,139.4068235,238.0268078,144.3891281,83.40189545,82.28805126,125.5093236,40.90992463,40.81261005,46.81739968,58.83066262,34.0216369
Atu0383,19.01240816,15.56580774,16.86144815,22.51658249,11.7641413,4.587805649,9.866275846,7.643062636,13.4603656,16.39352341,21.0153184,22.89736238,16.11375624,31.24768643,11.09443517,42.21726191,10.25330984
Atu5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu0630,8.223620992,3.590842421,3.46120122,25.17238453,7.123841121,3.704228265,3.983052101,12.34213077,0,1.890893176,4.822462539,6.871460174,10.18202568,4.452284733,7.209879551,12.03054,11.90757291
Atu5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu0388,18.05185096,20.58165778,20.51394869,34.53528365,26.06283337,45.399383,38.61617586,38.38101643,23.85658293,17.12180711,22.34799713,24.78035289,24.91181589,18.3928226,20.20284985,23.61529544,22.09331908
Atu5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu0147,0.875888626,0.956141473,2.211891904,0,0,3.94533188,0,0,0,1.006984532,1.141411252,1.568296067,8.811368381,3.754145411,2.094316814,3.449813472,2.898885037
Atu5518,8.387112463,8.887870406,8.794065923,9.758677899,8.922504784,4.63949067,14.9661401,20.97916861,16.33440787,6.428284953,11.69662882,8.782042256,69.00194842,16.06540117,9.616647585,23.34723238,13.57483603
Atu5519,1.451227234,3.696455433,3.054001076,0,18.8572265,3.268436704,17.57228868,0,17.26093941,3.336870311,6.146275785,5.196902653,18.71695898,2.61899102,1.734997753,5.715867419,2.701718224
Atu5048,21.71797976,12.26986696,7.697497694,8.747160647,9.901864107,3.861550701,12.45664943,10.72192828,15.86140378,6.899204832,13.03368254,6.65163409,5.159810313,11.34559044,15.14606147,14.95331449,21.27994277
Atu5049,39.60539876,21.97739676,25.62909532,5.051314621,12.86580002,7.804895675,16.78476805,16.71760189,7.851129632,16.07891606,20.64465569,18.31951637,3.958730722,23.22931165,31.66515966,17.13121659,35.94459898
Atu5044,3.936839837,6.15982277,3.148220259,4.016869872,3.410349473,10.63980459,4.766950653,7.385583575,0,5.091833354,3.847709473,3.641978322,8.834802872,8.614460488,5.569527361,7.863661065,7.166259687
Atu5513,3.947338076,16.51787514,9.968259514,15.10343072,17.09721869,8.890147836,0,0,23.4748776,5.672679529,7.715940063,2.944911503,63.63766053,15.13776809,21.2363725,49.4177566,15.10560678
Atu5510,69.74546153,67.24798331,49.17245312,14.26268308,28.04215789,31.15086593,24.94356683,26.50000246,24.50161181,63.43702256,64.0438365,47.42302818,38.03077685,86.63367162,99.62612346,64.66024287,128.3826421
Atu0145,10.003945,13.74509227,12.36947514,39.6009751,28.04787699,38.89128049,61.72278718,11.52532122,14.15338947,10.02183989,13.06365343,11.32213593,3.961738822,29.79634749,18.51085937,38.5845094,14.61422978
Atu5516,37.48898526,40.51406992,27.76485326,13.95425664,18.11933503,28.2648722,11.68939204,47.08791198,30.61940557,112.6520163,122.9727947,70.19772746,24.81868761,26.9314832,35.84279054,26.88765335,45.59638945
Atu5041,1.250212651,2.365588757,2.525741431,5.102510378,4.332065547,1.126285621,1.211063139,9.381687244,3.965350946,1.724801208,0.97752619,1.492353802,2.063924125,2.143414103,3.886160508,1.266208082,4.13776665
Atu5042,1.462699386,2.128957957,1.846886026,3.731084663,5.068345462,6.588548297,5.667584017,6.585721955,1.159825968,2.017949239,2.096722843,1.833294711,3.47114512,3.563587583,3.380845424,2.633623836,5.083074604
Atu5043,18.50314723,20.99058621,27.02790953,22.21092753,47.14306624,12.25663764,23.72258972,20.41896636,17.26093941,18.14423232,20.92097719,25.01009402,50.25503486,29.46364897,24.28996854,43.78762719,35.3474801
Atu0208,3.713893351,9.652802207,3.349549568,6.766770035,2.298013265,13.14403578,6.424277582,0,2.103483656,5.184707096,4.321202992,4.116542962,5.063641806,4.548032792,2.220050888,6.119753596,2.633933179
Atu3207,5.230964932,4.859786735,6.089632222,15.89834812,3.856515494,12.53310315,7.54683556,7.516636036,6.177599369,8.125153761,4.641166955,8.170468757,16.01946522,6.6784271,6.519938924,6.137036597,10.63623806
Atu8038,0,0,0,0,0,3.922124045,0,0,0,1.50159164,0,0.519690265,0.449207016,0,0,0,0
Atu0581,2.871178019,3.559886883,2.953956214,8.137624309,2.763559056,5.747940411,1.030099681,0.797982593,5.059240862,2.811888559,4.018718783,5.140901547,17.22605639,8.443988287,6.568561895,9.274206064,6.423050414
Atu3719,7.989995396,6.426791833,4.955810838,6.436121044,3.642873301,5.682622907,4.073576012,0,3.334499659,6.526804571,4.93206396,5.019735517,9.32870251,1.897280426,1.508265092,2.602761057,2.435639914
Atu1816,26.21279191,18.62749506,15.83499558,14.1594663,16.02864252,5.556342398,29.87289076,16.19904664,7.33589925,31.02246617,17.68236264,16.0129563,4.77282454,9.182837262,11.79798472,10.41104423,9.441004239
Atu8124,44.61751815,41.25648739,39.32513727,32.13495897,50.01845894,137.1352592,142.3729262,47.26773488,41.62212341,22.02689391,36.59599232,34.77501882,48.74373998,19.18271614,42.04600938,68.81626397,97.93888239
Atu1457,35.47348937,33.14623773,6.267027061,13.40541188,7.587523088,5.91799782,61.51340819,0,20.83569018,67.21621749,52.50491759,64.30013874,201.7577427,48.01354394,22.33937935,32.03398224,14.85678582
Atu2217,15.51876865,23.89068546,26.37770285,63.94597683,20.68211938,48.39394991,15.90008702,6.718498607,21.29777202,24.53205159,19.83432173,21.19623804,36.79693758,38.10473527,33.65755722,35.26321432,45.68227858
Atu4671,60.5102923,47.31177514,49.2519579,12.75627594,43.32065547,51.80913857,9.68850511,82.55884775,75.34166798,61.80537662,36.82015317,40.29355266,7.223734439,27.07470446,28.69780067,14.06897869,32.89524486
Atu3308,3.664874573,5.074016464,8.953977069,25.99322316,11.61495835,14.09217275,0.865880892,4.024607861,0,4.932764808,4.601141795,2.72084215,3.550797001,1.209859982,1.424877382,2.565039882,1.109401203
Atu4249,2.764838092,3.559886883,1.432221194,6.510099447,3.684745408,6.70593048,0,0,0,2.689632535,4.157295292,3.93501106,2.5235624,1.823133835,2.118890934,2.513010675,3.607466671
Atu4248,0,6.876081232,6.627832123,56.2361782,0,10.63980459,0,0,6.243318511,3.168251864,0.51302793,0.939865373,2.030989166,0.355235484,0.627552379,0.886046317,0.325739077
Atu0038,0.685301749,2.992368684,2.30746748,0,0,0,0,0,0,2.757552549,5.804816019,1.636061946,2.121255351,1.545932199,1.365507491,1.542376923,1.134054563
Atu0039,11.43051566,10.81412003,8.419138103,4.373580324,4.950932053,5.148734268,12.45664943,4.288771312,4.531829653,12.64854219,14.52324626,14.66770594,10.76189008,15.47125969,9.452053396,20.42011763,9.812418055
Atu0036,6.125179773,11.88692663,7.304328092,10.41615912,0,9.196704658,2.472239235,0,0,9.976091585,6.651672468,10.66261062,12.63975602,10.82365771,7.933127657,10.33924392,8.44675123
Atu0037,8.249081119,6.170023355,5.786528355,9.351969485,5.954913631,6.19282744,2.219657518,12.03644333,7.267763963,9.483736673,10.00325047,7.932114575,6.61989286,10.95840979,3.835258191,9.798629861,5.403436448
Atu0034,235.4946011,199.4252981,163.2199517,82.69440372,82.13023442,93.67717761,146.6487364,137.7014591,126.1047144,231.536744,188.5144447,205.7178883,70.84291631,113.9748096,128.7052879,107.207943,102.9927735
Atu0035,72.90998053,75.42775141,113.233488,62.57939171,42.9818347,103.6770034,36.0477341,97.22013627,65.5722838,36.04845231,58.10304028,82.50687815,64.91752409,73.12691126,91.06638113,75.06808798,149.2770593
Atu4241,2.118969826,4.626238702,5.096247195,11.58238552,0,9.544637247,1.466154148,2.271557811,4.800588466,1.914094319,1.676520719,1.535690048,1.405494343,0.887725484,1.146021011,1.021942992,0.939247644
Atu0033,28.51406274,18.67598948,19.20183993,10.75202354,20.40497206,21.22020212,16.81288324,14.88498184,29.49105226,19.81161946,20.51767981,17.83225307,7.994680971,11.57817764,11.90667637,10.53311677,8.360090675
Atu0030,16.89417791,21.07668378,20.31574629,4.10419313,20.90692503,43.48441876,3.896464012,18.11073538,25.51617131,31.90882235,25.16067412,34.09055164,21.99649571,13.4294458,9.617922326,14.032277,9.651790468
Atu0031,6.627993038,7.235279505,3.719499818,5.635608477,4.78466941,12.43957253,8.025552741,12.43423623,13.13892403,10.79502448,12.95586951,6.263431182,36.75787258,25.66708923,20.69049559,22.37597565,22.39334608
Atu1314,6.540647394,14.27986172,13.32964935,22.83076736,5.964146055,20.15789335,21.67521376,18.08265672,8.188910791,8.509019293,7.626219829,17.66946902,17.75934712,13.97810323,6.996479311,13.55856923,9.826714657
Atu4430,36.37550535,35.19433623,30.08885151,20.38104997,32.78585971,19.88918017,45.82773014,61.53533952,43.34849557,47.25889977,48.22462539,39.65591058,49.68076453,35.28941592,37.53904229,42.59063547,41.40587854
Atu5162,23.59353271,30.57704245,37.27214938,24.73269222,22.39810309,13.10229212,53.22331628,14.55185725,17.93931694,17.09235317,19.16349743,13.3099712,88.20346486,55.26471334,32.19973996,46.55418903,38.10720465
Atu3658,2.862365318,2.231877195,3.097870705,10.43054608,1.771120721,5.525644373,1.980523144,0,6.484772818,3.525836724,2.264692353,4.148908471,10.65315533,7.471720927,6.599701397,5.982036462,9.050507274
Atu5161,41.52928601,111.9145888,120.7959226,39.8562755,35.61920561,37.04228265,45.80509916,74.05278465,42.38519567,42.30873482,45.27756495,62.82477874,178.1854495,96.09514549,66.52752495,107.8121469,80.80138763
Atu0377,9117.309573,6804.014832,3075.007693,741.8896244,1443.383286,832.6137201,9794.104948,1710.8426,1769.463136,5790.409008,2143.451315,4215.811,178.4412793,282.0712551,439.0154616,250.9113975,253.7261875
Atu8137,72.75101071,54.16867402,92.74445996,145.8854103,138.4291854,102.2872123,124.2440684,94.6697531,66.68999318,69.37751526,69.322899,77.05294018,36.44702376,33.3921355,43.73968767,60.10011895,32.359216
Atu0387,8.452389365,10.25203912,11.21976501,29.85304754,15.01951862,21.47693108,13.64618143,22.76879177,19.7628911,14.57621167,9.461346709,14.09935668,28.84658814,13.54263768,12.17800765,7.438637749,14.12171898
Atu0587,21.05246974,10.77252726,17.72135025,30.20686143,17.09721869,35.56059134,14.33898756,34.55796617,28.69151707,24.95978993,16.50353847,29.64544247,101.9899573,37.10237278,24.12032432,18.32343784,41.77857011
Atu8136,230.104534,155.1302632,174.342686,82.30752435,131.0243258,129.9003209,110.3750405,198.2475774,174.3025653,197.5390855,214.5798727,192.5827686,58.26227231,201.2626804,250.6669914,179.7394447,285.3367803
Atu5167,10.4376728,26.06813488,21.76563075,14.52252954,18.49458753,9.616746457,10.34061603,10.68069009,13.16699865,9.954461673,13.44725131,17.41462091,96.92505219,45.05797771,32.99276176,42.97892617,46.51804583
Atu8135,30.96445047,38.47331165,39.41531185,30.82332799,32.71151535,95.25158396,14.63161996,51.00574453,53.89640265,29.52108734,34.93824901,46.42743135,25.32519144,33.73287158,10.53391493,67.56555233,12.81018777
Atu5166,58.13005911,94.08623596,102.6773512,40.51349441,38.52377602,40.06289797,32.30887756,47.67346651,7.556291073,76.32553786,62.91968291,74.12835179,259.2483578,134.4284253,125.1953529,124.7538003,141.5329298
Atu2001,181.9257873,126.2422558,152.5728295,87.4288583,125.1174118,77.53035904,112.72561,147.693749,123.4270612,128.6677285,141.3581284,131.8957078,68.18045005,77.04838545,114.1923243,96.42584946,100.0318685
Atu3654,30.98201397,25.36554385,29.70193605,17.56212874,7.455182569,13.56781283,10.42077585,9.687137527,37.53250779,27.70378374,31.68245738,29.7915466,33.07678402,27.95620646,30.18089114,25.18019999,27.94917031
Atu5165,17.67319076,41.49838998,42.08236206,25.40484718,24.52932101,16.27319277,26.01069644,27.11035322,13.93627298,23.51767206,23.60334567,26.7489653,102.4079397,69.2952891,39.18394002,57.68652474,39.26402105
Atu2000,9.829796967,9.678442463,10.70809127,0,0,10.418142,44.80933614,0,9.169874063,7.977205587,14.69344055,9.317884053,36.09448558,27.65286221,35.02526714,39.04141585,27.50968296
Atu8133,3.700629446,3.077864932,2.225057927,0,13.73883645,9.525158396,0,15.86845385,8.383884857,11.24406121,2.41123127,7.57262958,70.09233753,17.65012876,21.06782986,13.6830867,19.90265758
Atu4846,1.230126132,1.492039787,0.517742011,1.045943956,0,5.540950867,3.972018716,4.615478268,0,3.299896679,0.40075866,0.734188463,1.692303438,1.664981825,1.879180392,1.038220477,1.357095765
Atu3300,52.02215231,40.48654925,44.20514197,20.93047494,27.01057277,39.17775792,46.8958019,51.72201145,55.95453087,50.37490358,60.73522666,53.08676391,179.9915738,114.7623282,94.30539893,123.5474694,90.09321718
Atu8160,138.2351529,119.6947474,76.14642684,25.97150785,54.27688473,26.45877332,134.6650948,26.44742309,71.41827842,94.54465881,94.4079968,106.8114728,96.36560023,181.6249486,111.1132952,150.7122593,105.79109
Atu8161,5361.28691,7731.532588,8105.700607,3020.686143,6251.170584,2479.517795,10126.90997,5253.119411,4462.672044,5876.541449,5763.847414,7970.587041,3230.406743,2204.576612,4019.303024,3467.745315,2417.662572
Atu3602,27.21171597,27.19973661,28.28755814,35.5424034,26.98066073,27.32022176,61.53220023,40.59371916,28.59619641,17.99803638,24.24582495,21.47535133,13.82692026,10.05831767,15.71104831,11.34492527,15.32669091
Atu8163,15.08994532,15.16520828,14.51688279,21.99528745,37.34829326,16.18352155,22.62218912,29.65706181,8.546678738,16.52236756,13.34370703,21.65796567,50.60120774,23.66627079,13.17250721,15.76818349,24.52530621
Atu3604,11.44946127,9.225092407,6.884157123,4.17221843,0,11.05128875,9.902615721,0,3.242386409,10.34245439,8.259466227,9.274030701,52.94934628,23.24535399,27.05062795,28.75979068,32.14198845
Atu8165,4057.908398,2984.969372,3428.288343,964.5600072,2162.409591,1297.153389,1329.61521,1792.413992,2219.442973,1735.453162,2499.789218,1974.563163,1284.670809,1965.582521,2946.278548,3182.372283,1888.108061
Atu8166,264.8005959,257.9421806,332.2753171,209.7698711,263.5821215,255.5917503,720.9324303,469.0009694,502.1015487,221.2345016,187.0043807,158.5344026,227.8228247,302.0133144,448.978863,384.5145668,689.6185799
Atu3607,33.92243659,32.7023149,27.81322409,28.09417916,34.34709112,24.80509999,36.27422449,9.917783658,40.17278161,23.1718829,35.30731502,25.89944492,17.61399533,18.58431351,18.08322063,17.47568138,13.5782783
Atu3608,43.07290011,25.6068271,36.2575013,27.8546878,34.1594021,5.465254817,54.35886679,29.59076436,43.29383164,25.63167697,36.56375286,22.44891556,7.980788575,14.36956651,38.31927414,16.72593991,18.94893629
Atu8169,20.22704294,23.08398699,17.41349682,46.90506434,83.62770012,35.20167233,84.60893283,34.49663881,58.32267727,13.21276288,17.97191008,17.8340914,22.7672624,29.03663956,42.68525528,32.84975446,26.05507969
Atu3302,0.943694212,3.531976152,2.83705018,5.502160553,0,5.465254817,1.305918722,2.023300127,8.551867978,1.782399305,1.054090172,2.092013636,1.599635183,1.763883296,1.020772813,1.137819041,1.115463505
Atu0221,3.22403323,4.896603301,3.65786038,11.44199297,9.714328802,5.682622907,4.073576012,10.51886146,0,6.204493235,6.484750763,6.107344879,76.58213921,8.664247279,11.17233402,9.858943397,12.4681567
Atu5462,0.205021022,4.62532334,4.314516756,16.73510329,5.328080617,2.770475434,0.993004679,1.538492756,0,3.182043226,1.202275979,1.713106415,0.317306895,0.462494952,0.408517476,1.268936138,0.763366368
Atu5463,1.579536959,2.463230319,2.659215571,9.209408974,1.954712503,4.065616388,1.092910637,0,3.578487439,0.12971066,0.588105188,0.269351662,0.349231064,0.407221165,0.359694656,0.63481977,0.560112315
Atu5460,0.718568825,1.220189172,1.00811686,21.99528745,4.149810362,4.315605746,2.320224525,0,3.798523884,1.101491171,0.156066749,0.714784345,0.617841364,0.648390981,1.527247213,0.539083196,1.486382195
Atu5461,0,3.111199209,1.574409219,9.541878612,0,1.20353987,0,0,2.118671264,0.614369624,0.522288362,0.159471742,0.137843308,0.120549226,0.212960013,0.300679978,0.221079229
Atu5466,8.816546643,8.864540459,10.8393104,12.42837167,16.07888905,25.60446183,10.11370596,7.834738188,11.0383437,8.202267814,9.901921515,8.100814558,11.43083996,9.263962356,10.58674961,8.224398574,12.14220489
Atu5467,40.56459201,43.50443702,37.74040561,29.04505907,55.48376258,51.28931444,17.23436005,26.70172523,95.9309902,29.45429755,34.31367576,45.4479131,30.10550864,73.52691374,105.2176041,95.70152193,72.72124887
Atu5464,5.145260193,8.064993673,8.884366768,28.26845321,13.71434654,12.4794856,1.916976947,0.99001049,7.322822781,6.901254507,4.899828248,5.039420754,3.198898444,4.821324377,3.364844127,4.602386753,4.803054621
Atu5465,0.291388145,4.877325336,1.471691857,2.973116283,2.524195673,1.312521826,1.411317674,0,0,1.842504178,1.708746569,1.56520887,2.856178465,2.629302008,1.509584659,1.475581072,1.808236607
Atu5286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu5468,3.364208588,8.161005502,8.495675722,11.44199297,29.14298641,20.20488145,5.431434683,0,0,1.933868021,5.845409138,6.02368262,8.099338613,7.083180257,16.53505434,10.72653042,12.06221672
Atu5469,33.49173019,26.78086387,37.58980543,25.31301238,21.49091735,37.24922278,68.09016441,34.13047337,50.81851995,21.74791244,36.23582187,21.0997151,36.15614568,32.27284604,36.00362656,44.20331627,31.30370725
Atu1319,16.63035905,19.40799446,18.7913799,22.93030979,2.595731583,16.19662561,15.96445984,8.994265342,15.44399842,25.1481137,21.08607102,24.76944797,36.55944951,42.04434875,22.80784496,41.81277681,27.27240529
Atu5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu4648,12.33543149,7.58779202,10.01276067,9.739315443,16.53748832,4.630285331,2.133777911,9.917783658,5.822142262,9.201221259,7.750386224,7.011694055,1.666700633,1.59010169,2.92608748,1.487292032,1.761834768
Atu4399,0.587401499,5.984737368,4.944573171,2.996712444,0,18.52114133,8.535111645,0,0,3.376594958,6.889232199,1.752923514,212.7316081,55.12352527,5.384000964,92.87312469,9.963479377
Atu4398,1.655233618,6.883404002,4.777121173,14.47613168,0,3.195340676,2.290573093,0,5.624970671,3.53409747,11.40134913,2.822598885,205.5516767,88.76120363,7.727114593,115.8852335,11.54344357
Atu5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atu4641,21.73967134,19.90962134,29.81430754,29.9077836,57.13179513,12.10292403,21.29552608,14.66391775,25.17932416,16.56871744,11.6184741,15.8908591,26.46318557,19.72670711,39.42395884,36.00915627,20.61509087
Atu4392,76.63250358,43.1377751,60.92326749,41.76833716,48.22777396,41.30378419,20.62022548,17.20252741,77.90335487,19.57827448,92.60835142,60.59220571,331.4789999,200.9438242,26.88478819,254.8402507,51.07761681
Atu4643,119.1728127,83.98919561,49.63010563,31.99879389,97.80188658,33.90310615,145.8202125,28.24046872,59.68189221,39.66068315,58.03302378,36.68660941,63.42193965,154.5093727,215.4631955,165.1650406,281.2839742
Atu4642,118.6859333,112.189027,125.0335037,55.2818942,82.35711352,99.00112835,440.1712688,73.64365324,122.4000869,163.0111845,195.0299767,139.7816075,143.026521,227.7030013,190.2506514,368.5279578,194.9242431
Atu4397,3.405487221,2.808787783,1.911092698,8.107669864,5.900113812,9.203757346,6.597693664,1.703668358,7.2008827,3.915192926,19.37860714,5.013576332,228.2757062,90.54799933,7.509453465,169.1315651,18.03355477
Atu4644,7.146043069,5.014797174,8.378493988,18.22827845,6.632541734,10.34629274,1.236119618,7.660632895,6.071089035,6.014996397,5.653921598,5.483628316,13.0347484,7.139008279,5.288751771,11.91885063,5.80714147
Atu4647,73.08161297,49.79753169,86.39941913,43.93293526,18.14563304,39.83792662,14.65462565,122.2569558,70.12935132,62.21216936,84.46891932,79.04031346,3.121847498,3.150201462,4.544821158,5.369217777,4.525519625
Atu4394,1.426061444,6.226894372,5.761999719,29.82854814,14.82417806,7.065868945,2.072108029,2.140253892,6.784646705,4.098756885,4.088407548,1.276695738,43.9210212,31.52629363,3.409822173,70.20935413,4.365782307
Atu4539,3.217938649,2.341853753,3.61168823,10.94451501,0,1.610534028,0,0,0,3.905105473,2.096722843,4.48138707,3.689139741,0.806573321,1.424877382,3.017693979,1.775041925
Atu4286,0.528661349,1.923665583,4.672621647,0,2.289806075,2.381289599,3.84080024,1.983556732,0,3.798669327,1.894538855,2.52420986,1.772763401,1.311833895,3.160174479,2.379667252,1.53097366
Atu4537,2.323265123,3.3815108,4.749451001,3.386419443,2.875092829,10.46486012,0,9.962258024,5.263425471,2.289422231,0.865015702,0.396176435,2.05466886,3.444031912,7.539070954,1.307216315,2.746141095
Atu4536,0.341071838,2.978578967,1.435521243,5.220079741,0,6.145263481,0,0,2.704478986,0.980301762,0.888933187,1.424957179,1.583609986,1.23104647,0.951450381,1.919086493,0.987724942
Atu6037,6.904159415,15.87741891,9.531218285,4.226706358,28.70801646,7.463743519,2.675184247,14.50660893,4.379641343,11.58877628,9.536959499,16.48271364,367.8636705,257.0446848,143.5127992,514.64744,139.7299094
Atu2073,123.9619716,97.11194528,102.8130215,79.98122178,69.48377054,114.9588082,218.9697608,172.3642401,124.3127755,82.78479361,143.0109581,107.4965233,223.6409213,191.1411894,190.1916502,209.2466032,155.8123932
Atu4535,1.850314723,3.27023149,2.225057927,1.3485206,0,1.190644799,0,1.983556732,10.47985607,6.077870924,1.205615635,3.78631479,1.909129816,2.385152536,2.422800434,2.082208845,1.749684183
Atu8029,18.93345298,23.79976953,24.6308738,8.781064371,104.372556,15.50607181,133.3859308,64.58091684,40.94455395,25.72494205,43.73861373,23.62777834,427.1122984,174.7262904,127.582858,215.0001692,238.5470587
Atu4025,4.660051895,6.982193596,3.691947968,19.5785213,4.749227414,7.40845653,2.655368067,2.057021796,2.173599778,3.151488627,4.108023644,2.454092919,3.394008562,2.473491518,0.436962397,2.005089999,2.041298214
Atu4024,1.355955828,7.072040798,5.326550885,29.97627471,4.894241992,7.634668943,4.378316813,1.695865297,1.791975389,2.59817383,1.546133028,1.011610822,0.990998683,1.07058755,0.585396188,0.762946753,0.140241862
Atu4027,11.96610719,10.3209842,12.31109895,11.30496311,7.678391628,5.988872045,15.02588517,13.30289545,14.05681293,10.95472544,15.88236166,11.63857241,33.83846859,26.19383084,19.42781915,25.68473187,23.65216793
Atu4026,1272.511898,1025.226316,897.7097346,272.4624575,462.6449092,479.2345318,1057.092975,722.645782,726.9209257,936.9590562,1010.799108,867.4102973,718.3100932,1226.591795,1399.50242,1167.929871,1250.179173
Atu3738,16.30180817,16.10683337,9.215030901,21.24678758,5.153904348,9.11168689,29.96894507,10.71503315,6.604668135,13.4748939,10.38922798,8.664289471,2.578246054,5.36851053,7.492289332,6.025684762,7.384117333
Atu8019,740.1258893,659.3185667,814.5360204,538.4093358,379.9381931,333.3805439,497.8815126,678.8171926,608.6079378,360.0575756,494.7489346,563.6233405,410.816453,1206.445488,2257.456984,1474.512338,3982.799626
Atu4023,5.790100494,2.931299935,3.178654182,23.117496,19.62690921,5.66973714,6.096508318,5.667304948,1.996163061,3.762491524,1.968352057,1.502505869,2.337709979,2.044416459,2.608397982,2.549643484,0.729035076
Atu4022,2.498315238,4.393857815,1.577256252,5.841692612,1.803504081,2.813337923,8.066940964,0,6.603341097,1.735313358,2.373926707,1.988125909,2.631430689,1.784671096,2.032704822,1.58142444,1.507287711
